"","tract","zip","cty","tot_pop","age_above65","age_below18","white","black","asian","hispanic","edu_highschool","edu_bachelor","edu_graduate","income_0to10k","income_10to50k","income_50to100k","income_100to200k","income_200k","occupation_management","occ_svc","occupation_sales","occupation_naturalresource","occupation_production","median_age","income_median","income_per_capita","census_response_rate2020","census_response_rate2010","nbanks_zip","pct_anymembershp_zip","census","neighborhood","object_id"
"11","24510100200",21202,24510,2733,0.124405415294548,0.241492864983535,0.0208562019758507,0.97511891694109,0,0.00402488108305891,0.354938271604938,0.0635802469135802,0.012962962962963,0.422421524663677,0.330044843049327,0.238565022421525,0.00896860986547085,0,0.259408602150538,0.393817204301075,0.185483870967742,0,0.161290322580645,31.0905598243688,19610.3551569507,13241.869955157,0.593,0.66,11,0.473399996757507,"100200","Oldtown/Middle East",91
"12","24510030200",21202,24510,2247,0.0827770360480641,0.151757899421451,0.552291944815309,0.330218068535826,0.093902981753449,0.0685358255451713,0.207734806629834,0.57292817679558,0.298342541436464,0.136986301369863,0.256849315068493,0.176369863013699,0.324486301369863,0.105308219178082,0.708643815201192,0.11698956780924,0.142324888226528,0,0.0320417287630402,39.016955941255,73213.7260273973,56147.7979452055,0.49,0.63,11,0.473399996757507,"030200","Harbor East/Little Italy",19
"13","24510120500",21202,24510,2325,0.0658064516129032,0.16258064516129,0.314838709677419,0.596989247311828,0.036989247311828,0.0331182795698925,0.228091236494598,0.433373349339736,0.227490996398559,0.17741935483871,0.391129032258065,0.292338709677419,0.0776209677419355,0.061491935483871,0.463011314186249,0.249782419495213,0.134029590948651,0.0365535248041775,0.116623150565709,31.5625806451613,35901.2429435484,32162.0745967742,0.505,0.57,11,0.473399996757507,"120500","Midtown",109
"14","24510280500",21203,24510,2324,0.103270223752151,0.233648881239243,0.103270223752151,0.872203098106713,0.0167814113597246,0.00645438898450947,0.407809110629067,0.10412147505423,0.00723065798987708,0.379450661241099,0.493387589013225,0.0915564598168871,0.0356052899287894,0,0.22972972972973,0.268339768339768,0.322393822393822,0.1003861003861,0.0791505791505791,34.1013769363167,9963,10125.8382502543,0.562,NA,NA,NA,"280500","Oldtown/Middle East",150
"15","24510070400",21205,24510,1343,0.125837676842889,0.214445271779598,0.0662695457930007,0.848845867460908,0.0848845867460908,0.0111690245718541,0.284103720405862,0.246899661781285,0.139797068771139,0.314984709480122,0.558103975535168,0.0902140672782875,0.036697247706422,0,0.380841121495327,0.217289719626168,0.210280373831776,0.119158878504673,0.0724299065420561,33.3442293373045,17241.3899082569,14752.998470948,0.553,0.67,3,0.444261014461517,"070400","Oldtown/Middle East",32
"16","24510260401",21205,24510,3473,0.0964583933198963,0.308378923121221,0.695652173913043,0.10164123236395,0.0132450331125828,0.276418082349554,0.337267362687245,0.0689968225147526,0.0240581025873808,0.137451737451737,0.631660231660232,0.193822393822394,0.0216216216216216,0.0154440154440154,0.161819537658464,0.21923937360179,0.251304996271439,0.101416853094705,0.266219239373602,33.9560610423265,32636.4115830116,15240.9498069498,0.583,0.7,3,0.444261014461517,"260401","Orchard Ridge/Armistead",168
"17","24510070100",21205,24510,3180,0.0650943396226415,0.327987421383648,0.0613207547169811,0.889308176100629,0,0.120440251572327,0.409142857142857,0.0497142857142857,0.000571428571428571,0.140897755610973,0.491271820448878,0.250623441396509,0.110972568578554,0.00623441396508728,0.144283121597096,0.438294010889292,0.166969147005445,0.0680580762250454,0.182395644283122,27.6383018867925,37114.6708229426,13539.108478803,0.438,0.6,3,0.444261014461517,"070100","Madison/East End",27
"18","24510070200",21205,24510,3023,0.0641746609328482,0.281839232550447,0.0102547138604036,0.951703605689712,0.00231558054912339,0.0648362553754548,0.383382789317507,0.0795252225519288,0.0373887240356083,0.163405088062622,0.605675146771037,0.14187866927593,0.089041095890411,0,0.276502732240437,0.383606557377049,0.198907103825137,0.033879781420765,0.107103825136612,28.38680119087,24936.6399217221,14661.1017612524,0.423,0.61,3,0.444261014461517,"070200","Madison/East End",28
"19","24510070300",21205,24510,793,0.0920554854981084,0.313997477931904,0.12484237074401,0.87515762925599,0,0.0996216897856242,0.38961038961039,0.136363636363636,0.0692640692640693,0.173913043478261,0.684782608695652,0.0688405797101449,0.0434782608695652,0.0289855072463768,0.307392996108949,0.249027237354086,0.334630350194553,0,0.108949416342412,35.966078184111,13552.9891304348,13833.4239130435,0.467,0.58,3,0.444261014461517,"070300","Madison/East End",31
"20","24510260101",21206,24510,4811,0.118478486801081,0.196840573685304,0.30617335273332,0.643940968613594,0.0176678445229682,0.0546663895240075,0.342075578116187,0.228426395939086,0.108009024252679,0.113079729025534,0.463783220427306,0.247003647733194,0.165711307972903,0.0104220948410631,0.400342906129447,0.18302614659237,0.244320617231033,0.0390055722246035,0.133304757822546,40.3502806069424,51844.8520062533,25598.0093798854,0.632,0.73,6,0.448698997497559,"260101","Cedonia/Frankford",38
"21","24510270102",21206,24510,3764,0.111317747077577,0.218119022316684,0.251062699256111,0.640276301806589,0.0114240170031881,0.0100956429330499,0.311362717347351,0.249898908208653,0.0982612211888395,0.0571210967250571,0.281797410510282,0.458492003046458,0.184310738766184,0.0182787509520183,0.368478857770456,0.199890170236134,0.263591433278418,0.0450302031850632,0.123009335529929,38.9559245483528,65077.3076923077,26610.1957349581,0.637,0.77,6,0.448698997497559,"270102","Greater Lauraville",41
"22","24510260202",21206,24510,5361,0.0650997948144003,0.250139899272524,0.104458123484425,0.757507927625443,0.124044021637754,0.00671516508114158,0.410263680181457,0.10150269350723,0.0493337113694358,0.105332167832168,0.541520979020979,0.309440559440559,0.0388986013986014,0.00480769230769231,0.288244159758855,0.256593820648078,0.283345892991711,0.0369253956292389,0.134890730972118,36.0490207050923,38406.9816433566,19923.5882867133,0.561,0.68,6,0.448698997497559,"260202","Cedonia/Frankford",153
"23","24510260203",21206,24510,2838,0.0796335447498238,0.279422128259338,0.0606060606060606,0.919661733615222,0.00951374207188161,0.00387596899224806,0.466219988833054,0.120044667783361,0.0251256281407035,0.086073500967118,0.500967117988395,0.306576402321083,0.100580270793037,0.0058027079303675,0.2217125382263,0.211009174311927,0.299694189602446,0.0542813455657492,0.213302752293578,34.7549330514447,38042.6344294004,20791.7408123791,0.655,0.64,6,0.448698997497559,"260203","Cedonia/Frankford",156
"24","24510260102",21206,24510,4869,0.111111111111111,0.248921749845964,0.0994043951530088,0.868556171698501,0.0129390018484288,0.0324501951119326,0.352134146341463,0.1875,0.0707317073170732,0.0856164383561644,0.426369863013699,0.340753424657534,0.127853881278539,0.0194063926940639,0.295190713101161,0.322553897180763,0.270729684908789,0.0265339966832504,0.0849917081260365,38.6263503799548,51338.6678082192,23023.6575342466,0.676,0.79,6,0.448698997497559,"260102","Cedonia/Frankford",39
"25","24510260201",21206,24510,5308,0.081386586284853,0.184250188394876,0.123210248681236,0.806330067822155,0.0286360211002261,0.0325923134890731,0.364069952305246,0.235824059353471,0.0731319554848967,0.15897212543554,0.50479094076655,0.25479094076655,0.0814459930313589,0,0.271718331419824,0.205893608878683,0.307692307692308,0.0956754688097972,0.119020283199388,36.3049547852298,30739.9708188153,19365.1032229965,0.564,0.65,6,0.448698997497559,"260201","Cedonia/Frankford",42
"26","24510270401",21206,24510,6224,0.0570372750642674,0.285668380462725,0.190713367609255,0.76237146529563,0.00546272493573265,0.0181555269922879,0.358394716789434,0.252730505461011,0.0833121666243332,0.0850111856823266,0.348545861297539,0.420134228187919,0.131543624161074,0.0147651006711409,0.33237639553429,0.195534290271132,0.279744816586922,0.081658692185008,0.110685805422648,35.9616966580977,53957.737360179,25863.4451901566,0.633,0.75,6,0.448698997497559,"270401","Hamilton",57
"27","24510270502",21206,24510,4151,0.0804625391471935,0.232474102625873,0.388099253192002,0.571428571428571,0.0108407612623464,0.00650445675740785,0.301658604008293,0.32930200414651,0.128887353144437,0.0863918690005647,0.376058723884811,0.293619424054207,0.213438735177866,0.0304912478825522,0.437830687830688,0.198853615520282,0.220017636684303,0.0551146384479718,0.0881834215167548,38.3287641532161,54777.4601919819,35351.0101637493,0.674,0.76,6,0.448698997497559,"270502","Hamilton",61
"28","24510260402",21206,24510,2792,0.0995702005730659,0.257521489971347,0.0408309455587393,0.930157593123209,0,0,0.352354570637119,0.195013850415512,0.0626038781163435,0.134564643799472,0.522427440633245,0.253298153034301,0.0897097625329815,0,0.342042755344418,0.212193190815519,0.21298495645289,0.0498812351543943,0.182897862232779,36.7593481375358,36124.2489006157,18694.8856640281,0.589,0.58,6,0.448698997497559,"260402","Orchard Ridge/Armistead",75
"29","24510260403",21206,24510,1743,0.0458978772231784,0.275387263339071,0.0705679862306368,0.911072862880092,0,0,0.400980392156863,0.217647058823529,0.111764705882353,0.0397805212620027,0.679012345679012,0.157750342935528,0.123456790123457,0,0.197167755991285,0.227668845315904,0.290849673202614,0.0174291938997821,0.266884531590414,29.0932300631096,30730.0740740741,19702.6666666667,0.588,0.7,6,0.448698997497559,"260403","Orchard Ridge/Armistead",71
"30","24510280102",21207,24510,6128,0.222584856396867,0.175261096605744,0.0336161879895561,0.955124020887728,0,0.00962793733681462,0.301941530908279,0.231867886632448,0.0591385851372462,0.134927412467976,0.423569598633646,0.351836037574722,0.0636208368915457,0.0260461144321093,0.246806569343066,0.238594890510949,0.323905109489051,0.106295620437956,0.0843978102189781,52.3499836814621,42179.3373185312,22999.2771135781,0.608,0.66,2,0.515825986862183,"280102","Howard Park/West Arlington",12
"31","24510280200",21207,24510,4668,0.192587832047986,0.154241645244216,0.0400599828620394,0.920308483290488,0.00407026563838903,0.00664095972579263,0.259544008483563,0.244697773064687,0.0941145281018028,0.103641456582633,0.309243697478992,0.338935574229692,0.235294117647059,0.0128851540616246,0.326480665687714,0.240332843857073,0.1786588350465,0.120411160058737,0.134116495349976,49.6396315338475,64539.2756302521,29242.1462184874,0.572,0.66,2,0.515825986862183,"280200","Howard Park/West Arlington",15
"32","24510280301",21207,24510,3563,0.0870053325849004,0.229581813078866,0.0732528767892226,0.812798203760876,0.0193657030592198,0.0179623912433343,0.283010933557611,0.275441547518923,0.0992430613961312,0.191706730769231,0.448317307692308,0.250600961538462,0.0931490384615385,0.0162259615384615,0.385111371629543,0.272567409144197,0.213364595545135,0.0369284876905041,0.0920281359906213,31.6412293011507,41332.4032451923,22954.0318509615,0.489,0.64,2,0.515825986862183,"280301","Dickeyville/Franklintown",64
"33","24510271501",21209,24510,4119,0.138625880067978,0.253216800194222,0.790968681718864,0.125515901917941,0.0594804564214615,0.0424860403010439,0.0715725806451613,0.77116935483871,0.464045698924731,0.0520656479909451,0.228070175438596,0.246179966044143,0.314091680814941,0.159592529711375,0.749462827675118,0.0678985818650623,0.129780833691448,0.0322303394929093,0.020627417275462,39.7406166545278,100325.297113752,54795.6728919072,0.807,0.81,5,0.513087034225464,"271501","Mount Washington/Coldspring",112
"34","24510272004",21209,24510,4235,0.18961038961039,0.222904368358914,0.680047225501771,0.178984651711924,0.13482880755608,0.0136953955135773,0.256834532374101,0.519424460431655,0.278057553956835,0.068542199488491,0.49462915601023,0.2153452685422,0.158056265984655,0.0634271099744246,0.483643683945647,0.176144942123805,0.280825364871666,0.00553598389531958,0.0538500251635632,40.8790318772137,43137.8388746803,36205.1636828645,0.717,NA,5,0.513087034225464,"272004","Cross-Country/Cheswolde",146
"35","24510130805",21209,24510,879,0.313993174061433,0.101251422070535,0.113765642775882,0.886234357224118,0,0.00568828213879408,0.269798657718121,0.395973154362416,0.198657718120805,0.126929674099485,0.397941680960549,0.365351629502573,0.109777015437393,0,0.606382978723404,0.172872340425532,0.188829787234043,0.0159574468085106,0.0159574468085106,56.1,46932,35751,0.69,0.78,5,0.513087034225464,"130805","Mount Washington/Coldspring",94
"36","24510271400",21210,24510,3927,0.148714031066972,0.209320091673033,0.787878787878788,0.0646804176215941,0.097275273745862,0.0471097529921059,0.0789889415481833,0.822274881516588,0.600315955766193,0.0479405806887238,0.189061444969615,0.212018906144497,0.240378122889939,0.310600945307225,0.739153162571877,0.0554103502352326,0.153685311029796,0.0428646105593309,0.00888656560376372,38.164120193532,114816.506414585,70252.3517893315,0.766,0.8,5,0.52410101890564,"271400","Greater Roland Park/Poplar Hill",108
"37","24510271300",21210,24510,2877,0.16127911018422,0.205769899200556,0.818561001042753,0.0799443865137296,0.0695168578380257,0.0166840458811262,0.046455938697318,0.82183908045977,0.502394636015326,0.023489932885906,0.114093959731544,0.276006711409396,0.296140939597315,0.290268456375839,0.728643216080402,0.064070351758794,0.14070351758794,0.0376884422110553,0.028894472361809,42.1677789363921,122384.243288591,76880.1493288591,0.775,0.75,5,0.52410101890564,"271300","Greater Roland Park/Poplar Hill",101
"38","24510120100",21210,24510,4531,0.218053409843302,0.0741558154932686,0.654601633193555,0.100419333480468,0.164864268373427,0.0364158022511587,0.105588317888234,0.7722549845549,0.537489469250211,0.0857963875205255,0.329638752052545,0.254105090311987,0.197454844006568,0.133004926108374,0.82129115006413,0.0645575032064985,0.0884993587002993,0.0128259940145361,0.0128259940145361,40.8227984992275,67605.4523809524,62818.8140394089,0.677,0.76,5,0.52410101890564,"120100","North Baltimore/Guilford/Homeland",105
"39","24510271503",21210,24510,922,0.426247288503254,0.06941431670282,0.922993492407809,0.0412147505422994,0.0195227765726681,0.0227765726681128,0.0344827586206897,0.795481569560048,0.523186682520809,0.031104199066874,0.290824261275272,0.304821150855365,0.234836702954899,0.138413685847589,0.841628959276018,0.0158371040723982,0.131221719457014,0,0.0113122171945701,65.9,71339,73008,0.794,0.81,5,0.52410101890564,"271503","Greater Roland Park/Poplar Hill",166
"40","24510130806",21211,24510,1372,0.129008746355685,0.157434402332362,0.730320699708455,0.23469387755102,0.0087463556851312,0.0612244897959184,0.19185520361991,0.462443438914027,0.236199095022624,0.0190839694656489,0.259541984732824,0.360687022900763,0.265267175572519,0.0954198473282443,0.598870056497175,0.0988700564971751,0.145480225988701,0.0875706214689266,0.0692090395480226,41.3,79875,40348,0.605,0.54,5,0.42756599187851,"130806","Hampden/Remington",181
"41","24510130700",21211,24510,4922,0.189353921170256,0.130841121495327,0.828524989841528,0.0672490857375051,0.0595286468915075,0.0442909386428281,0.164175447194315,0.623376623376623,0.325165400637099,0.0365953947368421,0.399671052631579,0.269736842105263,0.276315789473684,0.0176809210526316,0.69213649851632,0.0853115727002967,0.167284866468843,0.0326409495548961,0.0226261127596439,42.0987200325071,61733.669819079,39425.7915296053,0.741,0.78,5,0.42756599187851,"130700","Hampden/Remington",80
"42","24510130600",21211,24510,3893,0.0590804007192397,0.126637554585153,0.840996660673003,0.0665296686360134,0.0595941433341896,0.0385306961212433,0.116661295520464,0.635514018691589,0.337737673219465,0.0455840455840456,0.27008547008547,0.364102564102564,0.280911680911681,0.0393162393162393,0.615014792899408,0.102440828402367,0.21301775147929,0.0355029585798817,0.0340236686390533,33.4137683020807,67657.4524216524,39761.2740740741,0.74,0.78,5,0.42756599187851,"130600","Hampden/Remington",78
"43","24510120700",21211,24510,2341,0.0721913712088851,0.146091413925673,0.608714224690303,0.236651003844511,0.122170012815036,0.0363092695429304,0.196256381168463,0.443562110039705,0.211003970504821,0.0391566265060241,0.431726907630522,0.270080321285141,0.259036144578313,0,0.515562649640862,0.176376695929769,0.174780526735834,0.0790103750997606,0.0542697525937749,36.7671507902606,58506.6676706827,29703.8654618474,0.644,0.63,5,0.42756599187851,"120700","Hampden/Remington",118
"44","24510130804",21211,24510,1854,0.0647249190938511,0.137001078748652,0.914778856526429,0.0679611650485437,0.0075512405609493,0.0280474649406688,0.196990424076607,0.485636114911081,0.236662106703146,0.0517241379310345,0.316091954022989,0.414942528735632,0.194252873563218,0.0229885057471264,0.523495465787304,0.131079967023908,0.212695795548228,0.0601813685078318,0.0725474031327288,32.7297734627832,59027.1724137931,36666.9977011494,0.746,0.79,5,0.42756599187851,"130804","Hampden/Remington",88
"45","24510130803",21211,24510,2594,0.113338473400154,0.174248265227448,0.736314572089437,0.0925212027756361,0.129915188897456,0.0370084811102544,0.257606490872211,0.439655172413793,0.209939148073022,0.0754257907542579,0.380373073803731,0.320356853203569,0.175182481751825,0.048661800486618,0.494976557267247,0.184862692565305,0.18821165438714,0.0314802411252512,0.100468854655057,38.2467232074017,54601.1451743715,35319.9902676399,0.752,0.73,5,0.42756599187851,"130803","Hampden/Remington",84
"46","24510271101",21212,24510,1925,0.130909090909091,0.167272727272727,0.506493506493506,0.387012987012987,0.081038961038961,0.0103896103896104,0.204513399153738,0.547249647390691,0.291960507757405,0.139689578713969,0.368070953436807,0.284922394678492,0.144124168514412,0.0631929046563193,0.68482905982906,0.094017094017094,0.146367521367521,0.00427350427350427,0.0705128205128205,40.6272727272727,47110.0332594235,36788.9667405765,0.636,0.76,7,0.498161017894745,"271101","North Baltimore/Guilford/Homeland",89
"47","24510270804",21212,24510,3148,0.0873570520965693,0.209021601016518,0.486340533672173,0.4787166454892,0.0276365946632783,0.0883100381194409,0.288382687927107,0.400455580865604,0.210478359908884,0.170153417015342,0.361924686192469,0.271966527196653,0.177126917712692,0.0188284518828452,0.396724775488642,0.282091917591125,0.211304807184363,0.0306391970417327,0.0792393026941363,37.2919949174079,39232.350069735,31669.8382147838,0.637,0.66,7,0.498161017894745,"270804","Chinquapin Park/Belvedere",163
"48","24510271200",21212,24510,6406,0.143459256946613,0.253356228535748,0.745551045894474,0.15079612862941,0.0323134561348736,0.0263815173275055,0.0883882149046794,0.744800693240901,0.460138648180243,0.03464499572284,0.160393498716852,0.239520958083832,0.238665526090676,0.3267750213858,0.677051202961135,0.10919185687847,0.18167797655768,0.0163479333744602,0.0157310302282542,43.881657820793,138711.347305389,66914.6539777588,0.836,0.84,7,0.498161017894745,"271200","North Baltimore/Guilford/Homeland",97
"49","24510271001",21212,24510,2387,0.0980310012568077,0.25303728529535,0.0217846669459573,0.955173858399665,0,0.00502723083368245,0.375580623755806,0.159920371599204,0.0504313205043132,0.138590203106332,0.456391875746714,0.308243727598566,0.0836320191158901,0.013142174432497,0.318363273453094,0.223552894211577,0.263473053892216,0.0419161676646707,0.152694610778443,34.8773355676582,43186.6356033453,18882.8709677419,0.527,0.69,7,0.498161017894745,"271001","Greater Govans",81
"50","24510271002",21212,24510,4125,0.144969696969697,0.231272727272727,0.0283636363636364,0.954666666666667,0,0.0193939393939394,0.350864288341302,0.147480691430673,0.0437660904744391,0.168770764119601,0.446511627906977,0.304983388704319,0.0551495016611296,0.0245847176079734,0.295888399412629,0.26431718061674,0.219530102790015,0.079295154185022,0.140969162995595,41.0277333333333,33844.5495016611,18578.750166113,0.543,0.7,7,0.498161017894745,"271002","Greater Govans",85
"51","24510270805",21212,24510,5299,0.124174372523118,0.261936214380072,0.095112285336856,0.834308360067937,0.023778071334214,0.0330250990752972,0.29296875,0.310546875,0.142578125,0.0987963891675025,0.397191574724172,0.318956870611836,0.149949849548646,0.0351053159478435,0.377613240418118,0.200348432055749,0.268728222996516,0.022212543554007,0.13109756097561,37.217663710134,51963.7081243731,26014.4694082247,0.645,0.78,7,0.498161017894745,"270805","Chinquapin Park/Belvedere",154
"52","24510260303",21213,24510,890,0.112359550561798,0.228089887640449,0.3,0.641573033707865,0,0.0696629213483146,0.401098901098901,0.0769230769230769,0.0347985347985348,0.297927461139896,0.455958549222798,0.106217616580311,0.139896373056995,0,0.0177304964539007,0.443262411347518,0.216312056737589,0.0602836879432624,0.26241134751773,34.6,18359,16605,0.549,0.67,1,0.432886004447937,"260303","Orchard Ridge/Armistead",165
"53","24510080302",21213,24510,2770,0.145848375451264,0.239350180505415,0.00288808664259928,0.944765342960289,0.00252707581227437,0.0231046931407942,0.375274725274725,0.141758241758242,0.0543956043956044,0.174030658250676,0.57258791704238,0.204688908926961,0.0324616771866546,0.0162308385933273,0.146408839779006,0.312154696132597,0.39963167587477,0.0948434622467772,0.0469613259668508,36.2002527075812,26994.2831379621,17272.2497745717,0.534,0.75,1,0.432886004447937,"080302","Clifton-Berea",55
"54","24510080600",21213,24510,2346,0.115515771526002,0.223358908780904,0.0443307757885763,0.947570332480818,0,0,0.430113977204559,0.116976604679064,0.023995200959808,0.210268948655257,0.480440097799511,0.226161369193154,0.0770171149144254,0.00611246943765281,0.31701030927835,0.338917525773196,0.109536082474227,0.00902061855670103,0.225515463917526,38.6192242114237,34334.3471882641,17639.6295843521,0.364,0.61,1,0.432886004447937,"080600","Oliver/Johnson Square",62
"55","24510080301",21213,24510,1600,0.1225,0.23625,0.011875,0.97375,0.006875,0,0.424695977549111,0.0374181478016838,0.0140318054256314,0.139130434782609,0.556521739130435,0.217391304347826,0.0747826086956522,0.0121739130434783,0.123239436619718,0.338028169014085,0.213028169014085,0.0933098591549296,0.232394366197183,42.55675,36132.8643478261,18752.1843478261,0.391,0.64,1,0.432886004447937,"080301","Clifton-Berea",116
"56","24510260302",21213,24510,6353,0.0923972926176609,0.262710530458051,0.0867306784196443,0.896899102786085,0,0.0242405162915158,0.437284800787014,0.169208066896212,0.0432857845548451,0.166808149405772,0.426994906621392,0.314091680814941,0.0857385398981324,0.00636672325976231,0.293159609120521,0.199162401116799,0.298278268962308,0.129362494183341,0.0800372266170312,37.1782937195026,28220.6078098472,18583.5526315789,0.626,0.74,1,0.432886004447937,"260302","Belair-Edison",162
"57","24510080102",21213,24510,2087,0.0622903689506469,0.28270244369909,0.0138955438428366,0.98083373263057,0.0052707235265932,0,0.45800933125972,0.0598755832037325,0.0046656298600311,0.105491329479769,0.586705202312139,0.247109826589595,0.0606936416184971,0,0.239902080783354,0.357405140758874,0.113831089351285,0.118727050183599,0.170134638922889,32.8051748921897,35422.5606936416,14958.4971098266,0.457,0.59,1,0.432886004447937,"080102","Belair-Edison",51
"58","24510080700",21213,24510,616,0.150974025974026,0.155844155844156,0.00487012987012987,0.993506493506494,0,0.00162337662337662,0.474654377880184,0.122119815668203,0.043778801843318,0.163346613545817,0.685258964143426,0.111553784860558,0.0398406374501992,0,0.202072538860104,0.378238341968912,0.295336787564767,0,0.124352331606218,44.0672077922078,24464.7171314741,15051.7051792829,0.321,0.67,1,0.432886004447937,"080700","Oliver/Johnson Square",130
"59","24510080500",21213,24510,1690,0.104733727810651,0.264497041420118,0.00473372781065089,0.970414201183432,0.0248520710059172,0,0.396764985727878,0.071360608943863,0.0256898192197907,0.156716417910448,0.602611940298508,0.162313432835821,0.0671641791044776,0.0111940298507463,0.129485179407176,0.27613104524181,0.204368174726989,0.0327613104524181,0.357254290171607,34.0716568047337,27896.1026119403,19413.5858208955,0.458,0.61,1,0.432886004447937,"080500","Clifton-Berea",59
"60","24510080200",21213,24510,1541,0.134328358208955,0.210253082414017,0.045425048669695,0.954574951330305,0,0,0.340807174887892,0.0690582959641256,0.0573991031390135,0.230263157894737,0.416118421052632,0.327302631578947,0.0263157894736842,0,0.216266173752311,0.240295748613678,0.402957486136784,0.0277264325323475,0.11275415896488,43.14912394549,21382.1595394737,17746.1595394737,0.366,0.65,1,0.432886004447937,"080200","Clifton-Berea",54
