Year,State,Zip Code,Count of Claimants
April-2023,MD,21671,1
April-2024,MD,21671,4
April-2023,MD,21672,1
April-2024,MD,21672,1
April-2023,MD,21673,9
April-2024,MD,21673,19
April-2023,MD,21675,1
April-2024,MD,21675,1
April-2023,MD,21676,3
April-2024,MD,21676,4
April-2023,MD,21677,1
April-2023,MD,21678,6
April-2024,MD,21678,5
April-2023,MD,21679,1
April-2024,MD,21679,3
April-2023,MD,21701,89
April-2024,MD,21701,89
April-2023,MD,21702,104
April-2024,MD,21702,118
April-2023,MD,21703,90
April-2024,MD,21703,114
April-2023,MD,21704,40
April-2024,MD,21704,47
April-2023,MD,21710,4
April-2024,MD,21710,8
April-2023,MD,21711,2
April-2024,MD,21711,1
April-2023,MD,21713,13
April-2024,MD,21713,21
April-2024,MD,21714,1
April-2023,MD,21716,18
April-2024,MD,21716,16
April-2024,MD,21717,1
April-2023,MD,21719,1
April-2024,MD,21719,3
April-2023,MD,21720,1
April-2023,MD,21722,18
April-2024,MD,21722,16
April-2024,MD,21723,2
April-2023,MD,21727,9
April-2024,MD,21727,11
April-2023,MD,21733,6
April-2024,MD,21733,4
April-2023,MD,21734,3
April-2024,MD,21734,3
April-2023,MD,21737,1
April-2024,MD,21737,2
April-2023,MD,21738,4
April-2024,MD,21738,1
April-2023,MD,21740,206
April-2024,MD,21740,192
April-2023,MD,21741,1
April-2023,MD,21742,94
April-2024,MD,21742,86
April-2023,MD,21750,18
April-2024,MD,21750,12
April-2023,MD,21754,14
April-2024,MD,21754,18
April-2023,MD,21755,8
April-2024,MD,21755,12
April-2023,MD,21756,11
April-2024,MD,21756,6
April-2023,MD,21757,1
April-2024,MD,21757,1
April-2023,MD,21758,8
April-2024,MD,21758,6
April-2024,MD,21762,2
April-2023,MD,21765,1
April-2023,MD,21766,3
April-2024,MD,21766,4
April-2023,MD,21767,3
April-2024,MD,21767,6
April-2023,MD,21769,18
April-2024,MD,21769,21
April-2023,MD,21770,13
April-2024,MD,21770,9
April-2023,MD,21771,48
April-2024,MD,21771,57
April-2023,MD,21773,7
April-2024,MD,21773,10
April-2023,MD,21774,34
April-2024,MD,21774,37
April-2023,MD,21776,15
April-2024,MD,21776,13
April-2023,MD,21777,4
April-2023,MD,21778,3
April-2024,MD,21778,2
April-2023,MD,21779,4
April-2024,MD,21779,2
April-2023,MD,21780,6
April-2024,MD,21780,5
April-2023,MD,21782,11
April-2024,MD,21782,10
April-2023,MD,21783,21
April-2024,MD,21783,18
April-2023,MD,21784,63
April-2024,MD,21784,75
April-2023,MD,21787,22
April-2024,MD,21787,28
April-2023,MD,21788,23
April-2024,MD,21788,25
April-2024,MD,21790,1
April-2023,MD,21791,10
April-2024,MD,21791,6
April-2023,MD,21793,18
April-2024,MD,21793,19
April-2023,MD,21794,1
April-2024,MD,21794,1
April-2023,MD,21795,36
April-2024,MD,21795,29
April-2023,MD,21797,18
April-2024,MD,21797,23
April-2023,MD,21798,7
April-2024,MD,21798,7
April-2023,MD,21801,106
April-2024,MD,21801,108
April-2023,MD,21802,2
April-2023,MD,21804,152
April-2024,MD,21804,155
April-2023,MD,21805,1
April-2023,MD,21811,219
April-2024,MD,21811,218
April-2023,MD,21813,24
April-2024,MD,21813,30
April-2023,MD,21814,1
April-2024,MD,21814,1
April-2023,MD,21817,21
April-2024,MD,21817,11
April-2024,MD,21821,1
April-2023,MD,21822,17
April-2024,MD,21822,5
April-2023,MD,21826,21
April-2024,MD,21826,20
April-2024,MD,21829,3
April-2023,MD,21830,10
April-2024,MD,21830,11
April-2023,MD,21835,1
April-2023,MD,21837,10
April-2024,MD,21837,7
April-2023,MD,21838,2
April-2024,MD,21838,5
April-2023,MD,21840,5
April-2024,MD,21840,3
April-2023,MD,21841,9
April-2024,MD,21841,4
April-2023,MD,21842,202
April-2024,MD,21842,217
April-2023,MD,21843,1
April-2023,MD,21849,12
April-2024,MD,21849,13
April-2023,MD,21850,19
April-2024,MD,21850,21
April-2023,MD,21851,41
April-2024,MD,21851,38
April-2023,MD,21853,36
April-2024,MD,21853,34
April-2023,MD,21856,6
April-2024,MD,21856,3
April-2023,MD,21861,4
April-2024,MD,21861,2
April-2023,MD,21862,2
April-2024,MD,21862,2
April-2023,MD,21863,31
April-2024,MD,21863,27
April-2023,MD,21864,1
April-2024,MD,21864,4
April-2023,MD,21865,2
April-2024,MD,21865,1
April-2023,MD,21869,4
April-2024,MD,21869,3
April-2023,MD,21871,6
April-2024,MD,21871,8
April-2023,MD,21872,10
April-2024,MD,21872,7
April-2023,MD,21874,13
April-2024,MD,21874,17
April-2023,MD,21875,19
April-2024,MD,21875,17
April-2024,MD,21880,1
April-2023,MD,21901,56
April-2024,MD,21901,64
April-2023,MD,21902,1
April-2023,MD,21903,23
April-2024,MD,21903,12
April-2023,MD,21904,19
April-2024,MD,21904,19
April-2023,MD,21911,26
April-2024,MD,21911,25
April-2023,MD,21912,1
April-2023,MD,21913,2
April-2024,MD,21913,3
April-2024,MD,21914,1
April-2023,MD,21915,4
April-2024,MD,21915,4
April-2023,MD,21917,2
April-2024,MD,21917,4
April-2023,MD,21918,11
April-2024,MD,21918,11
April-2023,MD,21919,10
April-2024,MD,21919,9
April-2023,MD,21921,91
April-2024,MD,21921,112
April-2024,MD,21922,1
April-2023,MD,28142,1
April-2023,MD,32073,1
April-2023,MD,65751,1
April-2023,MD,70521,1
April-2023,MD,70707,1
April-2024,MD,73160,1
April-2023,MD,NULL,1
April-2024,MD,NULL,1
April-2023,ME,04072,1
April-2024,ME,04084,1
April-2023,ME,04345,1
April-2023,ME,04363,1
April-2023,ME,04551,1
April-2023,ME,21617,1
April-2024,MI,48071,1
April-2023,MI,48080,1
April-2023,MI,48122,2
April-2024,MI,48122,2
April-2023,MI,48126,1
April-2023,MI,48185,1
April-2024,MI,48220,1
April-2024,MI,48236,1
April-2023,MI,48313,1
April-2024,MI,48322,1
April-2024,MI,48418,1
April-2023,MI,48617,1
April-2024,MI,48617,1
April-2024,MI,48840,1
April-2024,MI,48858,2
April-2024,MI,49009,1
April-2024,MI,49437,1
April-2024,MI,49854,1
April-2023,MN,55405,1
April-2024,MN,55406,1
April-2024,MO,63033,1
April-2024,MO,63125,1
April-2024,MO,63135,1
April-2023,MO,63138,1
April-2024,MO,63141,1
April-2023,MO,64012,1
April-2023,MO,64130,1
April-2023,MO,64772,1
April-2023,MO,65349,1
April-2024,MS,38606,1
April-2023,MS,38635,1
April-2024,MS,39157,1
April-2023,MS,39525,1
April-2023,MS,39562,1
April-2023,NC,27023,1
April-2023,NC,27107,1
April-2024,NC,27248,1
April-2023,NC,27265,1
April-2024,NC,27282,1
April-2024,NC,27344,1
April-2023,NC,27377,1
April-2023,NC,27407,1
April-2023,NC,27516,1
April-2024,NC,27516,1
April-2023,NC,27519,1
April-2024,NC,27526,1
April-2024,NC,27540,1
April-2023,NC,27546,1
April-2024,NC,27546,1
April-2024,NC,27549,1
April-2024,NC,27577,1
April-2023,NC,27597,1
April-2024,NC,27612,1
April-2024,NC,27617,1
April-2024,NC,27803,1
April-2023,NC,27858,1
April-2024,NC,27889,1
April-2024,NC,28037,1
April-2023,NC,28078,1
April-2024,NC,28115,1
April-2024,NC,28146,1
April-2023,NC,28213,1
April-2024,NC,28213,1
April-2024,NC,28215,1
April-2023,NC,28216,1
April-2024,NC,28262,1
April-2023,NC,28269,1
April-2024,NC,28306,1
April-2024,NC,28314,1
April-2024,NC,28315,1
April-2024,NC,28405,1
April-2024,NC,28443,1
April-2024,NC,28451,1
April-2023,NC,28458,1
April-2024,NC,28468,1
April-2024,NC,28469,1
April-2023,NC,28562,1
April-2024,NC,28562,1
April-2024,NC,28602,1
April-2024,NC,28734,1
April-2023,ND,58704,1
April-2024,NE,68508,1
April-2024,NH,03223,1
April-2023,NH,03234,1
April-2024,NH,03855,1
April-2024,NJ,07014,1
April-2024,NJ,07040,2
April-2024,NJ,07042,1
April-2024,NJ,07079,1
April-2024,NJ,07081,1
April-2023,NJ,07083,1
April-2023,NJ,07094,1
April-2024,NJ,07109,1
April-2024,NJ,07205,1
April-2024,NJ,07305,1
April-2024,NJ,07416,1
April-2023,NJ,07458,1
April-2023,NJ,07470,1
April-2024,NJ,07670,1
April-2024,NJ,07726,1
April-2023,NJ,07730,1
April-2023,NJ,07832,1
April-2023,NJ,07853,1
April-2023,NJ,07960,1
April-2023,NJ,08003,1
April-2024,NJ,08027,1
April-2024,NJ,08035,1
April-2023,NJ,08043,1
April-2023,NJ,08049,1
April-2024,NJ,08064,1
April-2024,NJ,08080,1
April-2023,NJ,08081,1
April-2024,NJ,08205,1
April-2024,NJ,08234,1
April-2024,NJ,08260,1
April-2024,NJ,08344,1
April-2024,NJ,08510,1
April-2023,NJ,08536,1
April-2023,NJ,08828,1
April-2023,NJ,08872,1
April-2023,NM,87007,1
April-2024,NM,88011,1
April-2023,NULL,80078,1
April-2023,NULL,NULL,2
April-2024,NULL,NULL,3
April-2024,NV,89052,1
April-2023,NV,89081,1
April-2024,NV,89081,1
April-2024,NV,89086,1
April-2023,NV,89108,2
April-2023,NV,89109,1
April-2023,NV,89115,1
April-2024,NV,89117,1
April-2024,NV,89123,1
April-2023,NV,89130,1
April-2023,NV,89131,1
April-2023,NV,89148,1
April-2024,NV,89148,1
April-2023,NV,89166,2
April-2024,NV,89166,1
April-2023,NY,10003,1
April-2024,NY,10016,1
April-2023,NY,10128,1
April-2023,NY,10306,1
April-2024,NY,10451,1
April-2024,NY,10452,1
April-2024,NY,10455,1
April-2024,NY,10462,1
April-2024,NY,10606,1
April-2023,NY,10954,2
April-2024,NY,10954,2
April-2024,NY,11101,1
April-2024,NY,11106,2
April-2024,NY,11203,1
April-2024,NY,11209,1
April-2023,NY,11215,1
April-2024,NY,11216,1
April-2024,NY,11221,1
April-2024,NY,11236,1
April-2023,NY,11237,1
April-2024,NY,11367,1
April-2023,NY,11375,1
April-2024,NY,11377,1
April-2024,NY,11432,1
April-2024,NY,11557,1
April-2023,NY,11570,1
April-2024,NY,11691,1
April-2024,NY,11766,1
April-2023,NY,11901,1
April-2024,NY,11901,1
April-2024,NY,12180,1
April-2023,NY,12306,1
April-2023,NY,12561,1
April-2024,NY,12866,1
April-2024,NY,13035,1
April-2023,NY,13078,1
April-2024,NY,13205,1
April-2024,NY,13350,1
April-2024,NY,13753,1
April-2023,NY,13903,1
April-2024,NY,14075,1
April-2024,NY,14424,1
April-2024,NY,14580,1
April-2024,NY,14623,1
April-2024,NY,14817,1
April-2023,NY,14845,1
April-2024,OH,43756,1
April-2023,OH,43950,1
April-2024,OH,43950,1
April-2023,OH,44004,2
April-2023,OH,44122,1
April-2024,OH,44130,1
April-2024,OH,44307,1
April-2023,OH,44410,1
April-2023,OH,44644,1
April-2024,OH,45140,1
April-2024,OH,45459,1
April-2023,OH,45601,1
April-2023,OH,45631,1
April-2023,OK,73045,1
April-2023,OK,74020,1
April-2024,OK,74137,1
April-2023,OK,74145,1
April-2024,OK,74441,1
April-2024,OK,74801,1
April-2024,OR,17313,1
April-2023,OR,97058,1
April-2023,OR,97089,1
April-2023,OR,97214,1
April-2024,OR,97214,1
April-2024,OR,97366,1
April-2023,OR,97402,1
April-2023,PA,15044,1
April-2024,PA,15108,1
April-2023,PA,15204,1
April-2023,PA,15212,1
April-2024,PA,15217,1
April-2023,PA,15221,1
April-2024,PA,15226,1
April-2024,PA,15301,1
April-2023,PA,15317,1
April-2024,PA,15323,1
April-2023,PA,15417,1
April-2024,PA,15424,1
April-2024,PA,15431,1
April-2024,PA,15436,1
April-2023,PA,15459,1
April-2024,PA,15459,1
April-2024,PA,15469,1
April-2023,PA,15501,1
April-2024,PA,15501,1
April-2023,PA,15521,1
April-2023,PA,15522,4
April-2024,PA,15522,2
April-2023,PA,15530,1
April-2024,PA,15531,1
April-2023,PA,15532,1
April-2024,PA,15532,3
April-2023,PA,15535,7
April-2024,PA,15535,5
April-2023,PA,15537,4
April-2024,PA,15537,1
April-2023,PA,15538,1
April-2024,PA,15538,2
April-2024,PA,15540,1
April-2024,PA,15541,1
April-2024,PA,15542,1
April-2023,PA,15544,1
April-2024,PA,15544,2
April-2023,PA,15545,9
April-2024,PA,15545,14
April-2023,PA,15550,1
April-2024,PA,15551,1
April-2023,PA,15552,7
April-2024,PA,15552,19
April-2024,PA,15557,2
April-2023,PA,15558,5
April-2024,PA,15558,11
April-2023,PA,15562,2
April-2024,PA,15562,4
April-2024,PA,15563,1
April-2023,PA,15656,1
April-2023,PA,15688,1
April-2023,PA,15717,1
April-2024,PA,15857,1
April-2023,PA,15926,1
April-2024,PA,15938,1
April-2023,PA,16134,1
April-2023,PA,16351,1
April-2023,PA,16505,1
April-2024,PA,16509,1
April-2023,PA,16647,1
April-2024,PA,16650,1
April-2023,PA,16668,1
April-2024,PA,16668,1
April-2024,PA,16674,1
April-2023,PA,16686,1
April-2024,PA,16874,1
April-2024,PA,16914,1
April-2024,PA,17011,1
April-2023,PA,17013,1
April-2023,PA,17017,1
April-2024,PA,17019,2
April-2023,PA,17022,1
April-2024,PA,17025,2
April-2023,PA,17050,2
April-2024,PA,17050,1
April-2024,PA,17055,1
April-2024,PA,17065,1
April-2024,PA,17109,1
April-2024,PA,17110,1
April-2023,PA,17201,4
April-2024,PA,17201,5
April-2023,PA,17202,16
April-2024,PA,17202,9
April-2023,PA,17211,1
April-2024,PA,17211,1
April-2023,PA,17212,1
April-2023,PA,17214,1
April-2024,PA,17214,1
April-2023,PA,17217,1
April-2024,PA,17217,1
April-2023,PA,17222,5
April-2024,PA,17222,2
April-2023,PA,17225,18
April-2024,PA,17225,10
April-2023,PA,17233,1
April-2024,PA,17233,2
April-2023,PA,17236,16
April-2024,PA,17236,8
April-2023,PA,17237,3
April-2024,PA,17237,1
April-2023,PA,17238,5
April-2024,PA,17238,3
April-2023,PA,17252,4
April-2023,PA,17255,1
April-2023,PA,17257,1
April-2024,PA,17257,1
April-2023,PA,17267,14
April-2024,PA,17267,7
April-2023,PA,17268,23
April-2024,PA,17268,29
April-2023,PA,17301,1
April-2023,PA,17302,2
April-2024,PA,17302,1
April-2024,PA,17304,1
April-2024,PA,17307,1
April-2023,PA,17309,2
April-2023,PA,17313,1
April-2024,PA,17313,5
April-2023,PA,17314,14
April-2024,PA,17314,18
April-2023,PA,17315,1
April-2024,PA,17315,1
April-2023,PA,17316,1
April-2023,PA,17320,12
April-2024,PA,17320,7
April-2023,PA,17321,3
April-2024,PA,17321,4
April-2023,PA,17322,2
April-2024,PA,17322,3
April-2023,PA,17324,1
April-2023,PA,17325,9
April-2024,PA,17325,7
April-2023,PA,17327,1
April-2024,PA,17327,7
April-2024,PA,17329,2
April-2023,PA,17331,22
April-2024,PA,17331,17
April-2023,PA,17340,9
April-2024,PA,17340,6
April-2024,PA,17344,1
April-2023,PA,17345,1
April-2023,PA,17347,3
April-2024,PA,17347,1
April-2023,PA,17349,12
April-2024,PA,17349,20
April-2024,PA,17350,4
April-2023,PA,17352,2
April-2024,PA,17352,1
April-2023,PA,17353,1
April-2024,PA,17353,2
April-2023,PA,17356,4
April-2024,PA,17356,10
April-2023,PA,17360,2
April-2024,PA,17360,3
April-2023,PA,17361,8
April-2024,PA,17361,7
April-2023,PA,17362,2
April-2024,PA,17362,1
April-2023,PA,17363,7
April-2024,PA,17363,15
April-2024,PA,17366,3
April-2023,PA,17370,1
April-2024,PA,17370,2
April-2024,PA,17401,1
April-2023,PA,17402,3
April-2024,PA,17402,4
April-2023,PA,17403,2
April-2024,PA,17403,6
April-2024,PA,17404,6
April-2023,PA,17406,5
April-2024,PA,17406,7
April-2023,PA,17408,2
April-2024,PA,17408,3
April-2023,PA,17509,1
April-2024,PA,17519,1
April-2023,PA,17529,1
April-2024,PA,17538,1
April-2024,PA,17540,1
April-2023,PA,17543,1
April-2024,PA,17543,1
April-2024,PA,17563,1
April-2024,PA,17566,1
April-2024,PA,17584,1
April-2024,PA,17601,1
April-2023,PA,17701,1
April-2024,PA,17953,1
April-2024,PA,18040,1
April-2023,PA,18042,1
April-2024,PA,18049,1
April-2024,PA,18073,1
April-2024,PA,18078,1
April-2024,PA,18106,1
April-2023,PA,18235,1
April-2024,PA,18252,1
April-2024,PA,18301,1
April-2024,PA,18347,1
April-2024,PA,18504,1
April-2023,PA,18634,1
April-2023,PA,18702,1
April-2023,PA,18704,1
April-2024,PA,18914,1
April-2023,PA,18951,1
April-2024,PA,18951,1
April-2023,PA,19004,1
April-2023,PA,19013,1
April-2024,PA,19013,2
April-2023,PA,19033,2
April-2023,PA,19043,1
April-2024,PA,19047,1
April-2024,PA,19050,1
April-2024,PA,19063,1
April-2024,PA,19064,1
April-2024,PA,19070,1
April-2023,PA,19073,1
April-2024,PA,19073,1
April-2023,PA,19082,1
April-2024,PA,19104,1
April-2024,PA,19107,1
April-2024,PA,19115,1
April-2024,PA,19123,1
April-2024,PA,19130,1
April-2023,PA,19131,1
April-2024,PA,19131,1
April-2023,PA,19132,1
April-2024,PA,19143,1
April-2023,PA,19144,1
April-2024,PA,19146,2
April-2023,PA,19148,1
April-2024,PA,19148,2
April-2023,PA,19317,1
April-2024,PA,19335,1
April-2023,PA,19350,1
April-2024,PA,19350,2
April-2023,PA,19352,1
April-2024,PA,19352,2
April-2024,PA,19355,2
April-2023,PA,19362,1
April-2024,PA,19362,2
April-2023,PA,19363,4
April-2024,PA,19363,2
April-2023,PA,19382,2
April-2024,PA,19382,1
April-2024,PA,19405,1
April-2023,PA,19426,1
April-2024,PA,19426,2
April-2024,PA,19446,1
April-2024,PA,19454,1
April-2023,PA,19468,1
April-2023,PA,19508,1
April-2023,PA,19605,1
April-2023,PA,19606,1
April-2024,PR,00600,1
April-2024,PR,00602,1
April-2024,PR,00603,4
April-2023,PR,00617,1
April-2024,PR,00669,1
April-2024,PR,00738,1
April-2023,PR,00766,1
April-2024,PR,00766,1
April-2024,PR,00795,1
April-2024,PR,00949,1
April-2024,PR,00965,1
April-2023,RI,02830,1
April-2024,RI,02842,1
April-2024,RI,02865,1
April-2024,RI,02895,1
April-2024,RI,02908,1
April-2024,SC,29072,1
April-2023,SC,29118,1
April-2024,SC,29123,1
April-2024,SC,29150,2
April-2024,SC,29203,1
April-2024,SC,29212,1
April-2023,SC,29229,1
April-2023,SC,29385,1
April-2024,SC,29451,1
April-2024,SC,29455,1
April-2024,SC,29461,1
April-2024,SC,29486,1
April-2023,SC,29510,1
April-2023,SC,29520,1
April-2023,SC,29575,1
April-2023,SC,29577,2
April-2024,SC,29579,1
April-2023,SC,29588,1
April-2023,SC,29645,1
April-2024,SC,29650,1
April-2023,SC,29651,1
April-2023,SC,29710,1
April-2024,SC,29910,1
April-2024,TN,37040,1
April-2024,TN,37042,1
April-2024,TN,37066,1
April-2023,TN,37076,1
April-2023,TN,37115,1
April-2023,TN,37122,1
April-2024,TN,37138,1
April-2024,TN,37209,1
April-2024,TN,37216,1
April-2023,TN,37327,1
April-2024,TN,37826,1
April-2023,TN,37917,1
April-2024,TN,37917,1
April-2024,TN,38116,1
April-2024,TN,38119,1
April-2023,TN,38120,1
April-2024,TN,38305,1
April-2023,TN,38401,1
April-2024,TN,38572,1
April-2024,TX,75001,1
April-2024,TX,75019,1
April-2024,TX,75040,1
April-2023,TX,75050,1
April-2023,TX,75054,1
April-2024,TX,75070,1
April-2023,TX,75075,1
April-2023,TX,75082,1
April-2024,TX,75156,1
April-2023,TX,75189,1
April-2024,TX,75211,1
April-2023,TX,75215,1
April-2023,TX,75672,1
April-2024,TX,75801,1
April-2023,TX,76011,1
April-2023,TX,76021,1
April-2023,TX,76031,1
April-2023,TX,76107,1
April-2023,TX,76132,1
April-2024,TX,76179,1
April-2023,TX,76182,1
April-2023,TX,76522,1
April-2024,TX,76542,1
April-2023,TX,76543,1
April-2023,TX,76549,1
April-2024,TX,76559,1
April-2024,TX,76706,1
April-2023,TX,77009,1
April-2023,TX,77013,1
April-2024,TX,77013,1
April-2023,TX,77016,1
April-2023,TX,77030,1
April-2023,TX,77042,2
April-2023,TX,77057,1
April-2024,TX,77058,1
April-2023,TX,77073,1
April-2024,TX,77074,1
April-2023,TX,77093,2
April-2024,TX,77093,1
April-2024,TX,77095,1
April-2023,TX,77339,1
April-2023,TX,77360,1
April-2024,TX,77375,1
April-2024,TX,77386,1
April-2024,TX,77388,1
April-2024,TX,77479,1
April-2024,TX,77493,1
April-2023,TX,77590,1
April-2024,TX,77701,1
April-2024,TX,77706,1
April-2023,TX,77807,1
April-2023,TX,77845,1
April-2024,TX,77845,1
April-2024,TX,77979,1
April-2023,TX,78251,1
April-2023,TX,78520,1
April-2023,TX,78521,3
April-2024,TX,78521,3
April-2023,TX,78526,1
April-2024,TX,78542,1
April-2024,TX,78578,1
April-2024,TX,79605,1
April-2023,TX,79938,2
April-2024,TX,79938,1
April-2023,UT,84037,1
April-2024,UT,84302,1
April-2024,VA,20105,1
April-2024,VA,20109,1
April-2023,VA,20110,1
April-2024,VA,20110,2
April-2023,VA,20111,5
April-2024,VA,20111,3
April-2023,VA,20112,2
April-2023,VA,20120,3
April-2024,VA,20120,3
April-2023,VA,20121,2
April-2024,VA,20121,1
April-2023,VA,20124,1
April-2024,VA,20124,1
April-2024,VA,20132,1
April-2024,VA,20136,3
April-2024,VA,20137,1
April-2024,VA,20141,1
April-2023,VA,20146,1
April-2023,VA,20147,3
April-2024,VA,20147,1
April-2023,VA,20148,1
April-2024,VA,20148,7
April-2023,VA,20151,2
April-2024,VA,20151,4
April-2023,VA,20152,1
April-2024,VA,20152,5
April-2023,VA,20155,2
April-2024,VA,20155,2
April-2023,VA,20164,2
April-2024,VA,20164,1
April-2023,VA,20165,1
April-2024,VA,20165,4
April-2023,VA,20166,2
April-2024,VA,20166,3
April-2023,VA,20170,1
April-2024,VA,20170,3
April-2023,VA,20171,5
April-2024,VA,20171,12
April-2023,VA,20175,3
April-2024,VA,20175,3
April-2023,VA,20176,2
April-2024,VA,20176,2
April-2023,VA,20186,1
April-2023,VA,20190,1
April-2023,VA,20191,1
April-2024,VA,20194,3
April-2023,VA,22003,6
April-2024,VA,22003,6
April-2023,VA,22015,3
April-2024,VA,22015,1
April-2024,VA,22025,1
April-2024,VA,22026,4
April-2023,VA,22030,5
April-2024,VA,22030,11
April-2024,VA,22031,4
April-2023,VA,22032,2
April-2024,VA,22032,2
April-2024,VA,22033,5
April-2024,VA,22039,2
April-2023,VA,22041,2
April-2024,VA,22041,4
April-2023,VA,22042,2
April-2024,VA,22042,1
April-2024,VA,22043,2
April-2023,VA,22044,1
April-2024,VA,22044,1
April-2024,VA,22046,3
April-2023,VA,22066,1
April-2023,VA,22079,1
April-2024,VA,22079,7
April-2023,VA,22101,4
April-2023,VA,22102,3
April-2024,VA,22102,7
April-2023,VA,22124,2
April-2024,VA,22124,1
April-2023,VA,22150,2
April-2024,VA,22150,1
April-2023,VA,22151,2
April-2024,VA,22151,1
April-2023,VA,22152,4
April-2023,VA,22153,2
April-2024,VA,22153,3
April-2024,VA,22172,1
April-2024,VA,22180,2
April-2023,VA,22181,3
April-2024,VA,22181,3
April-2023,VA,22182,2
April-2024,VA,22182,4
April-2023,VA,22191,8
April-2024,VA,22191,9
April-2023,VA,22192,4
April-2024,VA,22192,5
April-2023,VA,22193,6
April-2024,VA,22193,11
April-2023,VA,22201,2
April-2024,VA,22201,7
April-2023,VA,22203,1
April-2024,VA,22203,1
April-2023,VA,22204,4
April-2024,VA,22204,4
April-2023,VA,22205,1
April-2024,VA,22205,3
April-2023,VA,22206,1
April-2024,VA,22206,3
April-2023,VA,22207,1
April-2024,VA,22207,3
April-2023,VA,22209,3
April-2024,VA,22209,2
April-2023,VA,22230,1
April-2023,VA,22301,3
April-2024,VA,22301,4
April-2023,VA,22302,1
April-2024,VA,22302,3
April-2023,VA,22303,2
April-2024,VA,22303,2
April-2023,VA,22304,6
April-2024,VA,22304,10
April-2023,VA,22305,3
April-2024,VA,22305,5
April-2023,VA,22306,3
April-2024,VA,22306,3
April-2024,VA,22308,3
April-2023,VA,22309,3
April-2024,VA,22309,5
April-2023,VA,22310,5
April-2024,VA,22310,6
April-2023,VA,22311,3
April-2024,VA,22311,2
April-2023,VA,22312,5
April-2024,VA,22312,6
April-2023,VA,22314,3
April-2024,VA,22314,5
April-2023,VA,22315,1
April-2024,VA,22315,2
April-2023,VA,22401,2
April-2024,VA,22401,2
April-2023,VA,22405,1
April-2024,VA,22405,3
April-2023,VA,22407,1
April-2024,VA,22407,3
April-2023,VA,22408,3
April-2024,VA,22408,2
April-2023,VA,22443,5
April-2024,VA,22443,3
April-2023,VA,22469,3
April-2024,VA,22469,4
April-2023,VA,22485,4
April-2024,VA,22485,3
April-2024,VA,22488,1
April-2024,VA,22508,1
April-2023,VA,22511,1
April-2023,VA,22520,2
April-2024,VA,22520,1
April-2023,VA,22546,1
April-2024,VA,22551,1
April-2023,VA,22554,2
April-2024,VA,22554,4
April-2023,VA,22556,3
April-2024,VA,22556,2
April-2023,VA,22560,1
April-2023,VA,22601,2
April-2024,VA,22601,1
April-2023,VA,22602,1
April-2024,VA,22602,1
April-2023,VA,22603,1
April-2024,VA,22620,1
April-2023,VA,22625,1
April-2023,VA,22630,2
April-2024,VA,22630,3
April-2023,VA,22642,1
April-2024,VA,22642,1
April-2023,VA,22655,2
April-2024,VA,22663,1
April-2024,VA,22701,1
April-2024,VA,22712,1
April-2023,VA,22734,1
April-2023,VA,22835,1
April-2023,VA,22840,1
April-2024,VA,22851,1
April-2023,VA,22901,1
April-2023,VA,22911,1
April-2024,VA,22967,1
April-2024,VA,22968,1
April-2023,VA,23002,1
April-2024,VA,23005,1
April-2024,VA,23060,2
April-2023,VA,23072,1
April-2023,VA,23116,1
April-2024,VA,23116,1
April-2023,VA,23120,1
April-2024,VA,23222,1
April-2023,VA,23223,1
April-2023,VA,23228,1
April-2024,VA,23230,1
April-2023,VA,23231,1
April-2023,VA,23233,1
April-2024,VA,23237,1
April-2024,VA,23303,1
April-2023,VA,23314,1
April-2024,VA,23320,1
April-2024,VA,23321,1
April-2023,VA,23323,1
April-2023,VA,23324,1
April-2023,VA,23325,1
April-2023,VA,23336,1
April-2024,VA,23336,3
April-2023,VA,23337,1
April-2024,VA,23337,1
April-2023,VA,23356,2
April-2024,VA,23356,3
April-2024,VA,23395,2
April-2023,VA,23405,1
April-2024,VA,23410,1
April-2023,VA,23414,1
April-2023,VA,23415,4
April-2024,VA,23415,1
April-2023,VA,23421,1
April-2024,VA,23421,2
April-2023,VA,23430,1
April-2023,VA,23442,1
April-2024,VA,23451,1
April-2023,VA,23453,1
April-2023,VA,23464,2
April-2023,VA,23488,2
April-2024,VA,23504,1
April-2023,VA,23513,1
April-2023,VA,23605,1
April-2023,VA,23661,1
April-2023,VA,23662,1
April-2023,VA,23666,1
April-2024,VA,23666,1
April-2023,VA,23669,1
April-2023,VA,23803,1
April-2023,VA,23805,1
April-2024,VA,23831,1
April-2023,VA,23832,1
April-2023,VA,23834,1
April-2024,VA,23834,1
April-2023,VA,23840,1
April-2023,VA,23867,1
April-2024,VA,23901,1
April-2024,VA,24112,1
April-2024,VA,24487,1
April-2024,VA,24501,2
April-2023,VA,24504,1
April-2024,VA,24541,1
April-2023,VT,05458,1
April-2024,VT,05906,1
April-2024,WA,20010,1
April-2023,WA,20018,1
April-2023,WA,20019,1
April-2023,WA,20020,1
April-2024,WA,20020,1
April-2023,WA,98047,1
April-2024,WA,98103,1
April-2023,WA,98104,1
April-2023,WA,98258,1
April-2023,WA,98277,1
April-2023,WA,98418,1
April-2023,WA,98579,1
April-2024,WA,98579,1
April-2023,WA,98662,1
April-2024,WA,98662,1
April-2024,WA,98682,1
April-2023,WA,98802,1
April-2024,WA,98802,1
April-2023,WA,99004,1
April-2023,WA,99205,1
