OID_PLACE_20|GEOID_PLACE_20|NAMELSAD_PLACE_20|AREALAND_PLACE_20|AREAWATER_PLACE_20|MTFCC_PLACE_20|CLASSFP_PLACE_20|FUNCSTAT_PLACE_20|OID_PLACE_10|GEOID_PLACE_10|NAMELSAD_PLACE_10|AREALAND_PLACE_10|AREAWATER_PLACE_10|MTFCC_PLACE_10|CLASSFP_PLACE_10|FUNCSTAT_PLACE_10|AREALAND_PART|AREAWATER_PART
27890157161704|2400125|Aberdeen city|17080260|21563|G4110|C1|A|||||||||573706|1734
27890157161704|2400125|Aberdeen city|17080260|21563|G4110|C1|A|27840157161704|2400125|Aberdeen city|17682900|19035|G4110|C1|A|16403021|19035
27890157161704|2400125|Aberdeen city|17080260|21563|G4110|C1|A|27840157161711|2437600|Havre de Grace city|14226624|3599637|G4110|C1|A|21571|794
27890157161704|2400125|Aberdeen city|17080260|21563|G4110|C1|A|28040157161714|2461075|Perryman CDP|14278109|155645|G4210|U1|S|81962|0
28090157161705|2400175|Aberdeen Proving Ground CDP|28838202|2077533|G4210|M2|S|||||||||38563|0
28090157161705|2400175|Aberdeen Proving Ground CDP|28838202|2077533|G4210|M2|S|27840157161704|2400125|Aberdeen city|17682900|19035|G4110|C1|A|16796|0
28090157161705|2400175|Aberdeen Proving Ground CDP|28838202|2077533|G4210|M2|S|28040157161705|2400175|Aberdeen Proving Ground CDP|28764240|2077533|G4210|M2|S|28764240|2077533
28090157161705|2400175|Aberdeen Proving Ground CDP|28838202|2077533|G4210|M2|S|28040157161714|2461075|Perryman CDP|14278109|155645|G4210|U1|S|18603|0
2809015503851179|2400200|Abingdon CDP|7154598|30594|G4210|U1|S|||||||||5399080|9661
2809015503851179|2400200|Abingdon CDP|7154598|30594|G4210|U1|S|28040157161709|2425150|Edgewood CDP|46052881|358087|G4210|M2|S|1755518|0
2809015503851179|2400200|Abingdon CDP|7154598|30594|G4210|U1|S|28040157161716|2466762|Riverside CDP|6031961|29258|G4210|U1|S|0|20933
27890156250283|2400225|Accident town|1280441|0|G4110|C1|A|27840156250283|2400225|Accident town|1280441|0|G4110|C1|A|1280441|0
28090286317578|2400250|Accokeek CDP|71034317|3540309|G4210|U1|S|28040286317578|2400250|Accokeek CDP|71057372|3540309|G4210|U1|S|71034317|3540309
280903717002005|2400350|Adamstown CDP|2755748|0|G4210|U1|S|||||||||11971|0
280903717002005|2400350|Adamstown CDP|2755748|0|G4210|U1|S|280403717002005|2400350|Adamstown CDP|8517589|2520|G4210|U1|S|2743777|0
28090286317579|2400400|Adelphi CDP|7033864|6498|G4210|U1|S|28040286317579|2400400|Adelphi CDP|7096285|6498|G4210|U1|S|6985011|6498
28090286317579|2400400|Adelphi CDP|7033864|6498|G4210|U1|S|27840286317593|2418750|College Park city|14474200|182977|G4110|C1|A|6337|0
28090286317579|2400400|Adelphi CDP|7033864|6498|G4210|U1|S|27840286317613|2441250|Hyattsville city|6887194|68734|G4110|C1|A|42516|0
28090153149029|2400712|Algonquin CDP|1945535|5424407|G4210|U1|S|28040153149029|2400712|Algonquin CDP|1920395|5423538|G4210|U1|S|1899068|5423538
28090153149029|2400712|Algonquin CDP|1945535|5424407|G4210|U1|S|27840153149031|2412400|Cambridge city|26796223|5956734|G4110|C1|A|46467|869
280903716922151|2400800|Allen CDP|1122727|13776|G4210|U1|S|||||||||211300|0
280903716922151|2400800|Allen CDP|1122727|13776|G4210|U1|S|280403716922151|2400800|Allen CDP|911427|13776|G4210|U1|S|911427|13776
28090286317580|2401450|Andrews AFB CDP|17953120|91636|G4210|M2|S|28040286317580|2401450|Andrews AFB CDP|17907780|91636|G4210|M2|S|17905626|91636
28090286317580|2401450|Andrews AFB CDP|17953120|91636|G4210|M2|S|28040286317592|2417900|Clinton CDP|64804612|197710|G4210|U1|S|11557|0
28090286317580|2401450|Andrews AFB CDP|17953120|91636|G4210|M2|S|280403716512989|2451860|Melwood CDP|7264259|13198|G4210|U1|S|31996|0
28090286317580|2401450|Andrews AFB CDP|17953120|91636|G4210|M2|S|27840286317624|2453625|Morningside town|1438180|1987|G4110|C1|A|3941|0
27890266655573|2401600|Annapolis city|18663006|2344599|G4110|C1|A|27840266655573|2401600|Annapolis city|18696393|2344599|G4110|C1|A|18616165|2344599
27890266655573|2401600|Annapolis city|18663006|2344599|G4110|C1|A|280403717002088|2401635|Annapolis Neck CDP|17925387|11565723|G4210|U2|S|44821|0
27890266655573|2401600|Annapolis city|18663006|2344599|G4110|C1|A|28040266655596|2460325|Parole CDP|26599069|4045211|G4210|U1|S|2020|0
280903717002088|2401635|Annapolis Neck CDP|17953430|11565723|G4210|U2|S|27840266655573|2401600|Annapolis city|18696393|2344599|G4110|C1|A|79096|0
280903717002088|2401635|Annapolis Neck CDP|17953430|11565723|G4210|U2|S|280403717002088|2401635|Annapolis Neck CDP|17925387|11565723|G4210|U2|S|17874334|11565723
280903710977614|2401750|Antietam CDP|397423|0|G4210|U1|S|280403710977614|2401750|Antietam CDP|397423|0|G4210|U1|S|397423|0
280903716983976|2401925|Aquasco CDP|51230240|6042829|G4210|U1|S|280403716983976|2401925|Aquasco CDP|51247025|6042829|G4210|U1|S|51226669|6042829
280903716983976|2401925|Aquasco CDP|51230240|6042829|G4210|U1|S|27840286317598|2424200|Eagle Harbor town|299698|0|G4110|C1|A|3571|0
28090271390272|2401975|Arbutus CDP|16901986|4329|G4210|U1|S|28040271390272|2401975|Arbutus CDP|16901986|4329|G4210|U1|S|16901986|4329
28090266655574|2402025|Arden on the Severn CDP|3700000|540471|G4210|U1|S|28040266655574|2402025|Arden on the Severn CDP|3700000|540471|G4210|U1|S|3700000|540471
28090266655575|2402275|Arnold CDP|28020424|7085257|G4210|U1|S|28040266655575|2402275|Arnold CDP|28018575|7085257|G4210|U1|S|28018575|7085257
28090266655575|2402275|Arnold CDP|28020424|7085257|G4210|U1|S|28040266655577|2412912|Cape St. Claire CDP|5182544|1366273|G4210|U1|S|1849|0
28090158088587|2402762|Ashton-Sandy Spring CDP|26566558|259704|G4210|U2|S|28040158088587|2402762|Ashton-Sandy Spring CDP|26605788|257454|G4210|U2|S|26538901|249976
28090158088587|2402762|Ashton-Sandy Spring CDP|26566558|259704|G4210|U2|S|28040158088624|2458900|Olney CDP|41961021|115921|G4210|U1|S|27657|9728
28090158088588|2402825|Aspen Hill CDP|24599274|212967|G4210|U1|S|||||||||0|2986
28090158088588|2402825|Aspen Hill CDP|24599274|212967|G4210|U1|S|28040158088588|2402825|Aspen Hill CDP|24886255|206787|G4210|U1|S|24594330|206787
28090158088588|2402825|Aspen Hill CDP|24599274|212967|G4210|U1|S|28040158088629|2446375|Leisure World CDP|2840101|19532|G4210|U1|S|3058|0
28090158088588|2402825|Aspen Hill CDP|24599274|212967|G4210|U1|S|27840158088628|2467675|Rockville city|35091031|95366|G4110|C1|A|1564|3055
28090158088588|2402825|Aspen Hill CDP|24599274|212967|G4210|U1|S|28040158088636|2483775|Wheaton CDP|17859047|111041|G4210|U1|S|322|139
280903716984798|2403500|Baden CDP|71487661|2398230|G4210|U1|S|280403716984798|2403500|Baden CDP|71487661|2398230|G4210|U1|S|71487661|2398230
280903710977637|2403514|Bagtown CDP|1413254|0|G4210|U1|S|280403710977637|2403514|Bagtown CDP|1413254|0|G4210|U1|S|1413254|0
280903710977626|2403575|Bakersville CDP|131595|0|G4210|U1|S|280403710977626|2403575|Bakersville CDP|131595|0|G4210|U1|S|131595|0
28090155286839|2403800|Ballenger Creek CDP|27961794|39128|G4210|U1|S|28040155286839|2403800|Ballenger Creek CDP|28034983|39128|G4210|U1|S|27960535|39128
28090155286839|2403800|Ballenger Creek CDP|27961794|39128|G4210|U1|S|27840155286846|2430325|Frederick city|57372016|305735|G4110|C1|A|1259|0
27890165683117|2404000|Baltimore city|209649327|28758743|G4110|C7|A|27840165683117|2404000|Baltimore city|209649327|28758743|G4110|C7|A|209649327|28758743
280903717002046|2404050|Baltimore Highlands CDP|4490498|216348|G4210|U1|S|280403717002046|2404050|Baltimore Highlands CDP|4490498|216348|G4210|U1|S|4490498|216348
27890400191343|2404250|Barclay town|679009|0|G4110|C1|A|||||||||274846|0
27890400191343|2404250|Barclay town|679009|0|G4110|C1|A|27840400191343|2404250|Barclay town|404163|0|G4110|C1|A|404163|0
27890158088589|2404475|Barnesville town|1266421|2267|G4110|C1|A|27840158088589|2404475|Barnesville town|1266421|2267|G4110|C1|A|1266421|2267
280903710977119|2404525|Barrelville CDP|113748|0|G4210|U1|S|280403710977119|2404525|Barrelville CDP|113748|0|G4210|U1|S|113748|0
27890762616770|2404625|Barton town|535421|9132|G4110|C1|A|||||||||21341|0
27890762616770|2404625|Barton town|535421|9132|G4110|C1|A|27840762616770|2404625|Barton town|573592|11312|G4110|C1|A|502933|9132
27890762616770|2404625|Barton town|535421|9132|G4110|C1|A|280403710977165|2453700|Moscow CDP|420516|11828|G4210|U1|S|11147|0
280903717002013|2404650|Bartonsville CDP|5532724|17052|G4210|U1|S|||||||||906376|15902
280903717002013|2404650|Bartonsville CDP|5532724|17052|G4210|U1|S|280403717002013|2404650|Bartonsville CDP|6763971|75733|G4210|U1|S|4626348|1150
280903710977634|2405250|Beaver Creek CDP|2976204|0|G4210|U1|S|||||||||1287517|0
280903710977634|2405250|Beaver Creek CDP|2976204|0|G4210|U1|S|280403710977634|2405250|Beaver Creek CDP|1688687|0|G4210|U1|S|1688687|0
280903710977091|2405525|Bel Air CDP|1778719|0|G4210|U1|S|||||||||40822|0
280903710977091|2405525|Bel Air CDP|1778719|0|G4210|U1|S|280403710977091|2405525|Bel Air CDP|1180850|0|G4210|U1|S|1180746|0
280903710977091|2405525|Bel Air CDP|1778719|0|G4210|U1|S|28040762616526|2420525|Cresaptown CDP|15836358|61782|G4210|U1|S|557151|0
27890157161706|2405550|Bel Air town|7851423|24115|G4110|C1|A|||||||||341|0
27890157161706|2405550|Bel Air town|7851423|24115|G4110|C1|A|27840157161706|2405550|Bel Air town|7607828|24752|G4110|C1|A|7511711|24115
27890157161706|2405550|Bel Air town|7851423|24115|G4110|C1|A|28040157161707|2405825|Bel Air North CDP|41582787|195354|G4210|U2|S|258685|0
27890157161706|2405550|Bel Air town|7851423|24115|G4110|C1|A|28040157161708|2405950|Bel Air South CDP|40578736|187215|G4210|U2|S|80686|0
28090157161707|2405825|Bel Air North CDP|41355739|195354|G4210|U2|S|27840157161706|2405550|Bel Air town|7607828|24752|G4110|C1|A|28556|0
28090157161707|2405825|Bel Air North CDP|41355739|195354|G4210|U2|S|28040157161707|2405825|Bel Air North CDP|41582787|195354|G4210|U2|S|41323482|195354
28090157161707|2405825|Bel Air North CDP|41355739|195354|G4210|U2|S|28040157161708|2405950|Bel Air South CDP|40578736|187215|G4210|U2|S|3701|0
28090157161708|2405950|Bel Air South CDP|55101151|241090|G4210|U2|S|||||||||14539241|62438
28090157161708|2405950|Bel Air South CDP|55101151|241090|G4210|U2|S|27840157161706|2405550|Bel Air town|7607828|24752|G4110|C1|A|67561|637
28090157161708|2405950|Bel Air South CDP|55101151|241090|G4210|U2|S|28040157161708|2405950|Bel Air South CDP|40578736|187215|G4210|U2|S|40494349|178015
28090286317581|2406400|Beltsville CDP|18663312|70399|G4210|U1|S|28040286317581|2406400|Beltsville CDP|18546728|70399|G4210|U1|S|18518169|70399
28090286317581|2406400|Beltsville CDP|18663312|70399|G4210|U1|S|28040158088595|2412350|Calverton CDP|11878174|52080|G4210|U1|S|1812|0
28090286317581|2406400|Beltsville CDP|18663312|70399|G4210|U1|S|27840286317593|2418750|College Park city|14474200|182977|G4110|C1|A|137773|0
28090286317581|2406400|Beltsville CDP|18663312|70399|G4210|U1|S|27840286317611|2434775|Greenbelt city|16205987|142309|G4110|C1|A|121|0
28090286317581|2406400|Beltsville CDP|18663312|70399|G4210|U1|S|280403716512987|2444715|Konterra CDP|16370830|156586|G4210|U2|S|5437|0
280903717001992|2406550|Benedict CDP|604744|0|G4210|U1|S|280403717001992|2406550|Benedict CDP|604744|0|G4210|U1|S|604744|0
28090151136955|2406662|Bensville CDP|43781607|2825|G4210|U2|S|28040151136955|2406615|Bensville CDP|43741100|2825|G4210|U2|S|43736830|2825
28090151136955|2406662|Bensville CDP|43781607|2825|G4210|U2|S|28040151136963|2481175|Waldorf CDP|93910647|594741|G4210|U1|S|44777|0
27890164561715|2406800|Berlin town|8748142|109203|G4110|C1|A|||||||||683678|109203
27890164561715|2406800|Berlin town|8748142|109203|G4110|C1|A|27840164561715|2406800|Berlin town|8154601|0|G4110|C1|A|8064464|0
27890286317582|2406925|Berwyn Heights town|1798267|1590|G4110|C1|A|||||||||2026|0
27890286317582|2406925|Berwyn Heights town|1798267|1590|G4110|C1|A|27840286317582|2406925|Berwyn Heights town|1822365|1590|G4110|C1|A|1781563|1590
27890286317582|2406925|Berwyn Heights town|1798267|1590|G4110|C1|A|27840286317593|2418750|College Park city|14474200|182977|G4110|C1|A|77|0
27890286317582|2406925|Berwyn Heights town|1798267|1590|G4110|C1|A|27840286317611|2434775|Greenbelt city|16205987|142309|G4110|C1|A|14601|0
28090158088590|2407125|Bethesda CDP|34349191|174902|G4210|U1|S|||||||||2588|0
28090158088590|2407125|Bethesda CDP|34349191|174902|G4210|U1|S|28040158088590|2407125|Bethesda CDP|34404507|174902|G4210|U1|S|34341997|174902
28090158088590|2407125|Bethesda CDP|34349191|174902|G4210|U1|S|28040158088597|2416625|Chevy Chase CDP|6198789|13715|G4210|U1|S|225|0
28090158088590|2407125|Bethesda CDP|34349191|174902|G4210|U1|S|28040158088626|2463300|Potomac CDP|65095666|3772202|G4210|U1|S|44|0
28090158088590|2407125|Bethesda CDP|34349191|174902|G4210|U1|S|27840158088631|2473350|Somerset town|708596|0|G4110|C1|A|4337|0
27890157745293|2407200|Betterton town|2564019|16669|G4110|C1|A|27840157745293|2407200|Betterton town|2564019|18584|G4110|C1|A|2564019|16669
280903710977108|2407285|Bier CDP|3773695|10092|G4210|U1|S|280403710977108|2407285|Bier CDP|3773695|10092|G4210|U1|S|3773695|10092
280903710977613|2407375|Big Pool CDP|279063|0|G4210|U1|S|280403710977613|2407375|Big Pool CDP|279063|0|G4210|U1|S|279063|0
280903710977648|2407400|Big Spring CDP|360107|0|G4210|U1|S|280403710977648|2407400|Big Spring CDP|360107|0|G4210|U1|S|360107|0
280903942688443|2407625|Bishopville CDP|7412118|78473|G4210|U1|S|280403942688443|2407625|Bishopville CDP|7412118|78473|G4210|U1|S|7412118|78473
280903716922157|2407675|Bivalve CDP|3766291|103922|G4210|U1|S|||||||||369116|8059
280903716922157|2407675|Bivalve CDP|3766291|103922|G4210|U1|S|280403716922157|2407675|Bivalve CDP|3397175|95863|G4210|U1|S|3397175|95863
27890286317583|2407850|Bladensburg town|2564528|21272|G4110|C1|A|||||||||20908|3863
27890286317583|2407850|Bladensburg town|2564528|21272|G4110|C1|A|27840286317583|2407850|Bladensburg town|2589379|20401|G4110|C1|A|2519872|17409
27890286317583|2407850|Bladensburg town|2564528|21272|G4110|C1|A|27840286317590|2416550|Cheverly town|3482485|1723|G4110|C1|A|2899|0
27890286317583|2407850|Bladensburg town|2564528|21272|G4110|C1|A|27840286317596|2420050|Cottage City town|645060|0|G4110|C1|A|2023|0
27890286317583|2407850|Bladensburg town|2564528|21272|G4110|C1|A|28040286317599|2424650|East Riverdale CDP|4181262|0|G4210|U1|S|16838|0
27890286317583|2407850|Bladensburg town|2564528|21272|G4110|C1|A|27840286317600|2425425|Edmonston town|1015089|29712|G4110|C1|A|1988|0
280903710977071|2408050|Bloomington CDP|1606181|63933|G4210|U1|S|280403710977071|2408050|Bloomington CDP|1606181|63933|G4210|U1|S|1606181|63933
27890163788570|2408625|Boonsboro town|7906993|12954|G4110|C1|A|||||||||693819|0
27890163788570|2408625|Boonsboro town|7906993|12954|G4110|C1|A|27840163788570|2408625|Boonsboro town|7503158|12954|G4110|C1|A|7213174|12954
27890286317584|2408775|Bowie city|52946370|273645|G4110|C1|A|||||||||2775380|78028
27890286317584|2408775|Bowie city|52946370|273645|G4110|C1|A|27840286317584|2408775|Bowie city|47755848|195628|G4110|C1|A|47706246|195617
27890286317584|2408775|Bowie city|52946370|273645|G4110|C1|A|280403716512990|2410150|Brock Hall CDP|35267308|347631|G4210|U1|S|1749239|0
27890286317584|2408775|Bowie city|52946370|273645|G4110|C1|A|280403716513000|2427580|Fairwood CDP|9607828|5213|G4210|U2|S|712446|0
27890286317584|2408775|Bowie city|52946370|273645|G4110|C1|A|28040286317614|2443900|Kettering CDP|14227952|54642|G4210|U1|S|117|0
27890286317584|2408775|Bowie city|52946370|273645|G4110|C1|A|28040286317641|2486710|Woodmore CDP|16957735|164701|G4210|U1|S|2942|0
28090271390273|2408800|Bowleys Quarters CDP|8146477|7730051|G4210|U1|S|||||||||0|78539
28090271390273|2408800|Bowleys Quarters CDP|8146477|7730051|G4210|U1|S|28040271390273|2408800|Bowleys Quarters CDP|8146477|7651512|G4210|U1|S|8146477|7651512
280903710977094|2408850|Bowling Green CDP|2495886|0|G4210|U1|S|||||||||4458|0
280903710977094|2408850|Bowling Green CDP|2495886|0|G4210|U1|S|280403710977094|2408850|Bowling Green CDP|2491428|0|G4210|U1|S|2491428|0
280903710977124|2408862|Bowmans Addition CDP|2899904|0|G4210|U1|S|||||||||342979|0
280903710977124|2408862|Bowmans Addition CDP|2899904|0|G4210|U1|S|280403710977124|2408862|Bowmans Addition CDP|2545284|0|G4210|U1|S|2542913|0
280903710977124|2408862|Bowmans Addition CDP|2899904|0|G4210|U1|S|27840762616771|2421325|Cumberland city|26073231|185137|G4110|C1|A|14012|0
28090155286840|2409100|Braddock Heights CDP|13820506|29141|G4210|U1|S|||||||||1670150|1534
28090155286840|2409100|Braddock Heights CDP|13820506|29141|G4210|U1|S|28040155286840|2409100|Braddock Heights CDP|12153542|27607|G4210|U1|S|12150356|27607
28090286317585|2409325|Brandywine CDP|54493647|201861|G4210|U1|S|28040286317578|2400250|Accokeek CDP|71057372|3540309|G4210|U1|S|23055|0
28090286317585|2409325|Brandywine CDP|54493647|201861|G4210|U1|S|28040286317585|2409325|Brandywine CDP|54470222|201861|G4210|U1|S|54470222|201861
28090286317585|2409325|Brandywine CDP|54493647|201861|G4210|U1|S|280403716512988|2414800|Cedarville CDP|34397683|293144|G4210|U1|S|254|0
28090286317585|2409325|Brandywine CDP|54493647|201861|G4210|U1|S|280403716512994|2420925|Croom CDP|88560007|3141233|G4210|U1|S|116|0
280903710977632|2409400|Breathedsville CDP|963754|0|G4210|U1|S|280403710977632|2409400|Breathedsville CDP|963754|0|G4210|U1|S|963754|0
27890286317586|2409500|Brentwood town|996414|0|G4110|C1|A|27840286317586|2409500|Brentwood town|997758|0|G4110|C1|A|966873|0
27890286317586|2409500|Brentwood town|996414|0|G4110|C1|A|27840286317625|2454275|Mount Rainier city|1674740|0|G4110|C1|A|29438|0
27890286317586|2409500|Brentwood town|996414|0|G4110|C1|A|27840286317627|2456375|North Brentwood town|265525|0|G4110|C1|A|103|0
280903716512990|2410150|Brock Hall CDP|25780495|202418|G4210|U1|S|280403716512990|2410150|Brock Hall CDP|35267308|347631|G4210|U1|S|25780495|202418
27890158088591|2410225|Brookeville town|361581|167|G4110|C1|A|||||||||32879|167
27890158088591|2410225|Brookeville town|361581|167|G4110|C1|A|27840158088591|2410225|Brookeville town|305483|0|G4110|C1|A|305483|0
27890158088591|2410225|Brookeville town|361581|167|G4110|C1|A|28040158088624|2458900|Olney CDP|41961021|115921|G4210|U1|S|23219|0
28090266655576|2410475|Brooklyn Park CDP|10905326|154791|G4210|U1|S|28040266655576|2410475|Brooklyn Park CDP|10905326|154791|G4210|U1|S|10905326|154791
28090158088592|2410500|Brookmont CDP|3395554|1716643|G4210|U1|S|28040158088592|2410500|Brookmont CDP|3395554|1716643|G4210|U1|S|3395554|1716643
27890153149030|2410575|Brookview town|112219|0|G4110|C1|A|27840153149030|2410575|Brookview town|112219|0|G4110|C1|A|112219|0
280903942688353|2410650|Broomes Island CDP|1883246|22452|G4210|U1|S|||||||||546|0
280903942688353|2410650|Broomes Island CDP|1883246|22452|G4210|U1|S|280403942688353|2410650|Broomes Island CDP|1882700|22452|G4210|U1|S|1882700|22452
2809015682040745|2410737|Brown Station CDP|15971768|150543|G4210|U2|S|280403716512990|2410150|Brock Hall CDP|35267308|347631|G4210|U1|S|7510637|102254
2809015682040745|2410737|Brown Station CDP|15971768|150543|G4210|U2|S|280403716512999|2483290|Westphalia CDP|34364400|69122|G4210|U1|S|8461131|48289
280903710977646|2410800|Brownsville CDP|733193|0|G4210|U1|S|280403710977646|2410800|Brownsville CDP|733193|0|G4210|U1|S|733193|0
27890155286841|2410900|Brunswick city|8481661|1131969|G4110|C1|A|||||||||25545|0
27890155286841|2410900|Brunswick city|8481661|1131969|G4110|C1|A|27840155286841|2410900|Brunswick city|8456116|1131969|G4110|C1|A|8456116|1131969
28090151136956|2410925|Bryans Road CDP|39839146|4435|G4210|U1|S|28040151136956|2410925|Bryans Road CDP|39839146|4435|G4210|U1|S|39839146|4435
280903942688396|2410950|Bryantown CDP|10732502|3748|G4210|U1|S|280403942688396|2410950|Bryantown CDP|10732502|3748|G4210|U1|S|10732502|3748
280903717001998|2411050|Buckeystown CDP|2364944|3786|G4210|U1|S|||||||||45905|0
280903717001998|2411050|Buckeystown CDP|2364944|3786|G4210|U1|S|280403717001998|2411050|Buckeystown CDP|3961088|21930|G4210|U1|S|2319039|3786
27890155286842|2411400|Burkittsville town|1176448|10426|G4110|C1|A|27840155286842|2411400|Burkittsville town|1176448|10426|G4110|C1|A|1176448|10426
2809019627705999|2411550|Burnt Mills CDP|2161605|0|G4210|U1|S|28040158088614|2438850|Hillandale CDP|5350195|1699|G4210|U1|S|459058|0
2809019627705999|2411550|Burnt Mills CDP|2161605|0|G4210|U1|S|28040158088637|2484375|White Oak CDP|9781717|3145|G4210|U1|S|1702547|0
28090158088593|2411750|Burtonsville CDP|20297393|972251|G4210|U1|S|28040158088593|2411750|Burtonsville CDP|20279737|972251|G4210|U1|S|20279737|972251
28090158088593|2411750|Burtonsville CDP|20297393|972251|G4210|U1|S|28040158088603|2418150|Cloverly CDP|25961971|90514|G4210|U1|S|17656|0
280903716922114|2411900|Butlertown CDP|2119563|18272|G4210|U1|S|280403716922114|2411900|Butlertown CDP|2220554|18272|G4210|U1|S|2119563|18272
28090158088594|2412075|Cabin John CDP|3159637|1088229|G4210|U1|S|||||||||70292|3777
28090158088594|2412075|Cabin John CDP|3159637|1088229|G4210|U1|S|28040158088594|2412075|Cabin John CDP|3089345|1084452|G4210|U1|S|3089345|1084452
28090160144489|2412150|California CDP|33322627|5475384|G4210|U1|S|||||||||698|0
28090160144489|2412150|California CDP|33322627|5475384|G4210|U1|S|28040160144489|2412150|California CDP|33321929|5475384|G4210|U1|S|33321929|5475384
2809015682091273|2412175|Callaway CDP|12338254|18053|G4210|U1|S|||||||||12338254|18053
280903942688354|2412300|Calvert Beach CDP|2133252|0|G4210|U1|S|280403942688354|2412300|Calvert Beach CDP|2133252|0|G4210|U1|S|2133252|0
28090158088595|2412350|Calverton CDP|11851487|52080|G4210|U1|S|28040158088595|2412350|Calverton CDP|11878174|52080|G4210|U1|S|11851487|52080
27890153149031|2412400|Cambridge city|27576465|5955865|G4110|C1|A|||||||||1231017|0
27890153149031|2412400|Cambridge city|27576465|5955865|G4110|C1|A|28040153149029|2400712|Algonquin CDP|1920395|5423538|G4210|U1|S|21327|0
27890153149031|2412400|Cambridge city|27576465|5955865|G4110|C1|A|27840153149031|2412400|Cambridge city|26796223|5956734|G4110|C1|A|26324121|5955865
28090286317587|2412600|Camp Springs CDP|19890716|39837|G4210|U1|S|||||||||0|618
28090286317587|2412600|Camp Springs CDP|19890716|39837|G4210|U1|S|28040286317587|2412600|Camp Springs CDP|19940677|37232|G4210|U1|S|19864599|37232
28090286317587|2412600|Camp Springs CDP|19890716|39837|G4210|U1|S|27840286317624|2453625|Morningside town|1438180|1987|G4110|C1|A|26117|1987
28090266655577|2412912|Cape St. Claire CDP|5180695|1366273|G4210|U1|S|28040266655577|2412912|Cape St. Claire CDP|5182544|1366273|G4210|U1|S|5180695|1366273
27890286317588|2413000|Capitol Heights town|2022249|0|G4110|C1|A|||||||||9740|0
27890286317588|2413000|Capitol Heights town|2022249|0|G4110|C1|A|27840286317588|2413000|Capitol Heights town|2100803|844|G4110|C1|A|1987669|0
27890286317588|2413000|Capitol Heights town|2022249|0|G4110|C1|A|28040286317595|2419825|Coral Hills CDP|3873380|0|G4210|U1|S|11513|0
27890286317588|2413000|Capitol Heights town|2022249|0|G4110|C1|A|28040286317638|2481250|Walker Mill CDP|8168258|5825|G4210|U1|S|13327|0
280903710977151|2413225|Carlos CDP|742681|0|G4210|U1|S|280403710977151|2413225|Carlos CDP|742681|0|G4210|U1|S|742681|0
28090271390274|2413325|Carney CDP|18145260|6354|G4210|U1|S|28040271390274|2413325|Carney CDP|18053938|6354|G4210|U1|S|18053938|6354
28090271390274|2413325|Carney CDP|18145260|6354|G4210|U1|S|28040271390292|2460975|Perry Hall CDP|18058840|6028|G4210|U1|S|91322|0
28090271390275|2414125|Catonsville CDP|36159333|207703|G4210|U1|S|28040271390275|2414125|Catonsville CDP|36159333|207703|G4210|U1|S|36159333|207703
28090163788571|2414225|Cavetown CDP|4931527|0|G4210|U1|S|28040163788571|2414225|Cavetown CDP|4927764|0|G4210|U1|S|4902749|0
28090163788571|2414225|Cavetown CDP|4931527|0|G4210|U1|S|27840163788592|2472900|Smithsburg town|2703309|17612|G4110|C1|A|28778|0
280903710977609|2414300|Cearfoss CDP|520888|0|G4210|U1|S|280403710977609|2414300|Cearfoss CDP|520888|0|G4210|U1|S|520888|0
27890149646316|2414325|Cecilton town|1251774|0|G4110|C1|A|||||||||351|0
27890149646316|2414325|Cecilton town|1251774|0|G4110|C1|A|27840149646316|2414325|Cecilton town|1251423|0|G4110|C1|A|1251423|0
2809015682040751|2414550|Cedar Heights CDP|559417|0|G4210|U1|S|||||||||552302|0
2809015682040751|2414550|Cedar Heights CDP|559417|0|G4210|U1|S|27840286317631|2470850|Seat Pleasant city|1898049|0|G4110|C1|A|7115|0
280903716512988|2414800|Cedarville CDP|34397429|293144|G4210|U1|S|280403716512988|2414800|Cedarville CDP|34397683|293144|G4210|U1|S|34397429|293144
27890400191345|2414950|Centreville town|7089674|920|G4110|C1|A|||||||||756196|0
27890400191345|2414950|Centreville town|7089674|920|G4110|C1|A|27840400191345|2414950|Centreville town|6354603|7963|G4110|C1|A|6333478|920
28090161902967|2415075|Chance CDP|4324688|2365119|G4210|U1|S|28040161902967|2415075|Chance CDP|4324688|2365119|G4210|U1|S|4324688|2365119
27890149646317|2415400|Charlestown town|3027011|7697|G4110|C1|A|||||||||39040|0
27890149646317|2415400|Charlestown town|3027011|7697|G4110|C1|A|27840149646317|2415400|Charlestown town|3026228|834274|G4110|C1|A|2987971|7697
28090160144490|2415475|Charlotte Hall CDP|13111942|23020|G4210|U1|S|28040160144490|2415475|Charlotte Hall CDP|13111942|23020|G4210|U1|S|13111942|23020
280903710977616|2415500|Charlton CDP|423361|0|G4210|U1|S|280403710977616|2415500|Charlton CDP|423361|0|G4210|U1|S|423361|0
27890388516465|2415925|Chesapeake Beach town|6973920|233414|G4110|C1|A|||||||||158831|0
27890388516465|2415925|Chesapeake Beach town|6973920|233414|G4110|C1|A|27840388516465|2415925|Chesapeake Beach town|7006558|233414|G4110|C1|A|6815089|233414
27890149646318|2415950|Chesapeake City town|1373533|502802|G4110|C1|A|||||||||82567|0
27890149646318|2415950|Chesapeake City town|1373533|502802|G4110|C1|A|27840149646318|2415950|Chesapeake City town|1307436|512639|G4110|C1|A|1290966|502802
