County,County Name,Election District - Precinct,Congressional,Legislative,Office Name,Office District,Candidate Name,Party,Winner,Write-In?,Early Votes,Early Votes Against,Election Night Votes,Election Night Votes Against,Mail-In Ballot 1 Votes,Mail-In Ballot 1 Votes Against,Provisional Votes,Provisional Votes Against,Mail-In Ballot 2 Votes,Mail-In Ballot 2 Votes Against 
3,Baltimore City,023-003,7,46,Judge Orphans' Court,,"Charles ""Chuck"" Bernstein",DEM,Y,,30,,356,,98,,41,,77, 
3,Baltimore City,023-003,7,46,Judge Orphans' Court,,Lewyn Scott Garrett,DEM,Y,,29,,335,,98,,39,,74, 
3,Baltimore City,023-003,7,46,Judge Orphans' Court,,Michele E. Loewenthal,DEM,Y,,30,,359,,103,,48,,75, 
3,Baltimore City,023-003,7,46,Judge Orphans' Court,,Other Write-Ins,,,Y,3,,2,,0,,0,,0, 
3,Baltimore City,023-003,7,46,Sheriff,,Sam Cogen,DEM,Y,,42,,462,,125,,56,,92, 
3,Baltimore City,023-003,7,46,Sheriff,,Other Write-Ins,,,Y,0,,1,,4,,1,,1, 
3,Baltimore City,023-003,7,46,Board of Ed at Large,,April Christina Curley,NON,,,22,,130,,40,,14,,37, 
3,Baltimore City,023-003,7,46,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,29,,270,,67,,35,,39, 
3,Baltimore City,023-003,7,46,Board of Ed at Large,,Salimah Jasani,NON,,,9,,205,,47,,28,,47, 
3,Baltimore City,023-003,7,46,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,8,,107,,26,,13,,18, 
3,Baltimore City,023-003,7,46,Board of Ed at Large,,Other Write-Ins,,,Y,2,,3,,2,,1,,0, 
3,Baltimore City,024-001,7,46,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,2,,30,,4,,4,,4, 
3,Baltimore City,024-001,7,46,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,21,,166,,67,,16,,48, 
3,Baltimore City,024-001,7,46,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,0,,10,,2,,0,,2, 
3,Baltimore City,024-001,7,46,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,1,,1,,0,,0,,0, 
3,Baltimore City,024-001,7,46,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,0,,4,,0,,1,,0, 
3,Baltimore City,024-001,7,46,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-001,7,46,Governor / Lt. Governor,,Other Write-Ins,,,Y,0,,1,,1,,0,,0, 
3,Baltimore City,024-001,7,46,Comptroller,,Barry Glassman,REP,,,3,,53,,18,,6,,6, 
3,Baltimore City,024-001,7,46,Comptroller,,Brooke Elizabeth Lierman,DEM,Y,,21,,162,,54,,14,,48, 
3,Baltimore City,024-001,7,46,Comptroller,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-001,7,46,Attorney General,,Michael Anthony Peroutka,REP,,,2,,44,,10,,2,,4, 
3,Baltimore City,024-001,7,46,Attorney General,,Anthony G. Brown,DEM,Y,,21,,170,,64,,19,,48, 
3,Baltimore City,024-001,7,46,Attorney General,,Other Write-Ins,,,Y,0,,0,,1,,0,,1, 
3,Baltimore City,024-001,7,46,U.S. Senator,,Chris Chaffee,REP,,,3,,42,,9,,4,,4, 
3,Baltimore City,024-001,7,46,U.S. Senator,,Chris Van Hollen,DEM,Y,,21,,170,,65,,17,,47, 
3,Baltimore City,024-001,7,46,U.S. Senator,,Scottie Griffin,DEM,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-001,7,46,U.S. Senator,,Andrew J. Wildman,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-001,7,46,U.S. Senator,,Other Write-Ins,,,Y,0,,0,,0,,0,,2, 
3,Baltimore City,024-001,7,46,U.S. Congress,7,Scott M. Collier,REP,,,4,,49,,11,,2,,4, 
3,Baltimore City,024-001,7,46,U.S. Congress,7,Kweisi Mfume,DEM,Y,,20,,159,,60,,19,,47, 
3,Baltimore City,024-001,7,46,U.S. Congress,7,Other Write-Ins,,,Y,0,,0,,0,,0,,1, 
3,Baltimore City,024-001,7,46,State Senator,46,Emmanuel Digman,REP,,,2,,40,,11,,3,,4, 
3,Baltimore City,024-001,7,46,State Senator,46,Bill Ferguson,DEM,Y,,22,,171,,62,,17,,47, 
3,Baltimore City,024-001,7,46,State Senator,46,Other Write-Ins,,,Y,0,,0,,0,,0,,1, 
3,Baltimore City,024-001,7,46,House of Delegates,46,Pete Waters,REP,,,2,,48,,17,,3,,2, 
3,Baltimore City,024-001,7,46,House of Delegates,46,Luke Clippinger,DEM,Y,,22,,158,,58,,15,,44, 
3,Baltimore City,024-001,7,46,House of Delegates,46,Mark Edelson,DEM,Y,,20,,157,,51,,17,,43, 
3,Baltimore City,024-001,7,46,House of Delegates,46,Robbyn Lewis,DEM,Y,,19,,158,,58,,15,,40, 
3,Baltimore City,024-001,7,46,House of Delegates,46,Other Write-Ins,,,Y,0,,2,,4,,0,,6, 
3,Baltimore City,024-001,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Erik Atas,JUD,Y,,18,,95,,39,,9,,30, 
3,Baltimore City,024-001,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Charles Mario Blomquist,JUD,Y,,18,,100,,40,,9,,29, 
3,Baltimore City,024-001,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Myshala E. Middleton,JUD,Y,,18,,114,,43,,9,,31, 
3,Baltimore City,024-001,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Barry G. Williams,JUD,Y,,18,,106,,39,,11,,30, 
3,Baltimore City,024-001,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Other Write-Ins,,,Y,0,,0,,2,,0,,0, 
3,Baltimore City,024-001,7,46,Judge Spec Appeal at Lg,,Stuart R. Berger,JUD,Y,,19,2,118,26,46,9,9,5,32,3
3,Baltimore City,024-001,7,46,Judge Spec Appeal at Lg,,Terrence M. R. Zic,JUD,Y,,17,3,119,26,46,9,10,4,27,6
3,Baltimore City,024-001,7,46,State's Attorney,,Ivan Bates,DEM,Y,,24,,187,,63,,17,,51, 
3,Baltimore City,024-001,7,46,State's Attorney,,Other Write-Ins,,,Y,0,,2,,4,,0,,1, 
3,Baltimore City,024-001,7,46,Clerk Circuit Court,,Xavier A. Conaway,DEM,Y,,17,,160,,47,,14,,40, 
3,Baltimore City,024-001,7,46,Clerk Circuit Court,,Other Write-Ins,,,Y,1,,1,,4,,0,,2, 
3,Baltimore City,024-001,7,46,Register of Wills,,Belinda K. Conaway,DEM,Y,,18,,157,,53,,14,,40, 
3,Baltimore City,024-001,7,46,Register of Wills,,Other Write-Ins,,,Y,1,,1,,2,,0,,1, 
3,Baltimore City,024-001,7,46,Judge Orphans' Court,,"Charles ""Chuck"" Bernstein",DEM,Y,,17,,132,,45,,12,,35, 
3,Baltimore City,024-001,7,46,Judge Orphans' Court,,Lewyn Scott Garrett,DEM,Y,,17,,131,,42,,13,,33, 
3,Baltimore City,024-001,7,46,Judge Orphans' Court,,Michele E. Loewenthal,DEM,Y,,18,,140,,45,,12,,32, 
3,Baltimore City,024-001,7,46,Judge Orphans' Court,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-001,7,46,Sheriff,,Sam Cogen,DEM,Y,,22,,171,,56,,18,,45, 
3,Baltimore City,024-001,7,46,Sheriff,,Other Write-Ins,,,Y,0,,0,,0,,0,,2, 
3,Baltimore City,024-001,7,46,Board of Ed at Large,,April Christina Curley,NON,,,10,,51,,27,,3,,10, 
3,Baltimore City,024-001,7,46,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,11,,92,,40,,5,,21, 
3,Baltimore City,024-001,7,46,Board of Ed at Large,,Salimah Jasani,NON,,,8,,63,,25,,7,,21, 
3,Baltimore City,024-001,7,46,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,5,,42,,11,,6,,10, 
3,Baltimore City,024-001,7,46,Board of Ed at Large,,Other Write-Ins,,,Y,0,,1,,0,,0,,2, 
3,Baltimore City,024-002,7,46,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,0,,33,,0,,6,,3, 
3,Baltimore City,024-002,7,46,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,22,,206,,67,,41,,61, 
3,Baltimore City,024-002,7,46,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,0,,4,,2,,0,,2, 
3,Baltimore City,024-002,7,46,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,0,,1,,1,,0,,1, 
3,Baltimore City,024-002,7,46,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,0,,1,,0,,0,,1, 
3,Baltimore City,024-002,7,46,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-002,7,46,Governor / Lt. Governor,,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,024-002,7,46,Comptroller,,Barry Glassman,REP,,,3,,58,,8,,6,,8, 
3,Baltimore City,024-002,7,46,Comptroller,,Brooke Elizabeth Lierman,DEM,Y,,18,,187,,61,,42,,57, 
3,Baltimore City,024-002,7,46,Comptroller,,Other Write-Ins,,,Y,0,,0,,0,,0,,2, 
3,Baltimore City,024-002,7,46,Attorney General,,Michael Anthony Peroutka,REP,,,4,,43,,3,,7,,4, 
3,Baltimore City,024-002,7,46,Attorney General,,Anthony G. Brown,DEM,Y,,18,,198,,66,,40,,61, 
3,Baltimore City,024-002,7,46,Attorney General,,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,024-002,7,46,U.S. Senator,,Chris Chaffee,REP,,,2,,36,,3,,7,,4, 
3,Baltimore City,024-002,7,46,U.S. Senator,,Chris Van Hollen,DEM,Y,,20,,208,,67,,41,,61, 
3,Baltimore City,024-002,7,46,U.S. Senator,,Scottie Griffin,DEM,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-002,7,46,U.S. Senator,,Andrew J. Wildman,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-002,7,46,U.S. Senator,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-002,7,46,U.S. Congress,7,Scott M. Collier,REP,,,4,,46,,3,,6,,4, 
3,Baltimore City,024-002,7,46,U.S. Congress,7,Kweisi Mfume,DEM,Y,,18,,194,,66,,40,,62, 
3,Baltimore City,024-002,7,46,U.S. Congress,7,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-002,7,46,State Senator,46,Emmanuel Digman,REP,,,1,,42,,3,,5,,4, 
3,Baltimore City,024-002,7,46,State Senator,46,Bill Ferguson,DEM,Y,,21,,197,,67,,41,,59, 
3,Baltimore City,024-002,7,46,State Senator,46,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-002,7,46,House of Delegates,46,Pete Waters,REP,,,3,,48,,5,,8,,4, 
3,Baltimore City,024-002,7,46,House of Delegates,46,Luke Clippinger,DEM,Y,,18,,185,,64,,29,,56, 
3,Baltimore City,024-002,7,46,House of Delegates,46,Mark Edelson,DEM,Y,,17,,189,,63,,33,,48, 
3,Baltimore City,024-002,7,46,House of Delegates,46,Robbyn Lewis,DEM,Y,,16,,183,,62,,32,,52, 
3,Baltimore City,024-002,7,46,House of Delegates,46,Other Write-Ins,,,Y,0,,2,,0,,1,,0, 
3,Baltimore City,024-002,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Erik Atas,JUD,Y,,8,,117,,39,,20,,30, 
3,Baltimore City,024-002,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Charles Mario Blomquist,JUD,Y,,9,,120,,36,,20,,34, 
3,Baltimore City,024-002,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Myshala E. Middleton,JUD,Y,,10,,129,,39,,23,,34, 
3,Baltimore City,024-002,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Barry G. Williams,JUD,Y,,10,,120,,40,,21,,32, 
3,Baltimore City,024-002,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Other Write-Ins,,,Y,0,,5,,0,,2,,0, 
3,Baltimore City,024-002,7,46,Judge Spec Appeal at Lg,,Stuart R. Berger,JUD,Y,,13,5,152,30,40,4,28,5,41,6
3,Baltimore City,024-002,7,46,Judge Spec Appeal at Lg,,Terrence M. R. Zic,JUD,Y,,10,6,138,40,32,11,26,5,38,10
3,Baltimore City,024-002,7,46,State's Attorney,,Ivan Bates,DEM,Y,,22,,218,,66,,42,,62, 
3,Baltimore City,024-002,7,46,State's Attorney,,Other Write-Ins,,,Y,0,,2,,0,,0,,0, 
3,Baltimore City,024-002,7,46,Clerk Circuit Court,,Xavier A. Conaway,DEM,Y,,16,,173,,51,,39,,48, 
3,Baltimore City,024-002,7,46,Clerk Circuit Court,,Other Write-Ins,,,Y,1,,7,,0,,0,,0, 
3,Baltimore City,024-002,7,46,Register of Wills,,Belinda K. Conaway,DEM,Y,,16,,173,,52,,39,,48, 
3,Baltimore City,024-002,7,46,Register of Wills,,Other Write-Ins,,,Y,1,,6,,0,,1,,0, 
3,Baltimore City,024-002,7,46,Judge Orphans' Court,,"Charles ""Chuck"" Bernstein",DEM,Y,,14,,155,,48,,32,,37, 
3,Baltimore City,024-002,7,46,Judge Orphans' Court,,Lewyn Scott Garrett,DEM,Y,,14,,151,,49,,32,,36, 
3,Baltimore City,024-002,7,46,Judge Orphans' Court,,Michele E. Loewenthal,DEM,Y,,14,,157,,50,,33,,38, 
3,Baltimore City,024-002,7,46,Judge Orphans' Court,,Other Write-Ins,,,Y,0,,6,,0,,1,,0, 
3,Baltimore City,024-002,7,46,Sheriff,,Sam Cogen,DEM,Y,,18,,195,,57,,41,,55, 
3,Baltimore City,024-002,7,46,Sheriff,,Other Write-Ins,,,Y,0,,2,,0,,1,,0, 
3,Baltimore City,024-002,7,46,Board of Ed at Large,,April Christina Curley,NON,,,7,,58,,21,,12,,19, 
3,Baltimore City,024-002,7,46,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,9,,124,,27,,16,,28, 
3,Baltimore City,024-002,7,46,Board of Ed at Large,,Salimah Jasani,NON,,,8,,90,,32,,8,,31, 
3,Baltimore City,024-002,7,46,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,5,,40,,23,,11,,10, 
3,Baltimore City,024-002,7,46,Board of Ed at Large,,Other Write-Ins,,,Y,0,,4,,0,,0,,0, 
3,Baltimore City,024-003,7,46,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,3,,99,,14,,12,,9, 
3,Baltimore City,024-003,7,46,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,49,,402,,217,,36,,100, 
3,Baltimore City,024-003,7,46,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,2,,9,,2,,2,,1, 
3,Baltimore City,024-003,7,46,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,0,,3,,1,,0,,1, 
3,Baltimore City,024-003,7,46,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,0,,2,,2,,0,,1, 
3,Baltimore City,024-003,7,46,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-003,7,46,Governor / Lt. Governor,,Other Write-Ins,,,Y,0,,4,,0,,0,,0, 
3,Baltimore City,024-003,7,46,Comptroller,,Barry Glassman,REP,,,9,,146,,41,,15,,16, 
3,Baltimore City,024-003,7,46,Comptroller,,Brooke Elizabeth Lierman,DEM,Y,,43,,372,,197,,34,,98, 
3,Baltimore City,024-003,7,46,Comptroller,,Other Write-Ins,,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-003,7,46,Attorney General,,Michael Anthony Peroutka,REP,,,5,,118,,23,,12,,12, 
3,Baltimore City,024-003,7,46,Attorney General,,Anthony G. Brown,DEM,Y,,46,,394,,211,,37,,101, 
3,Baltimore City,024-003,7,46,Attorney General,,Other Write-Ins,,,Y,1,,1,,0,,0,,0, 
3,Baltimore City,024-003,7,46,U.S. Senator,,Chris Chaffee,REP,,,5,,122,,21,,12,,11, 
3,Baltimore City,024-003,7,46,U.S. Senator,,Chris Van Hollen,DEM,Y,,48,,395,,217,,38,,102, 
3,Baltimore City,024-003,7,46,U.S. Senator,,Scottie Griffin,DEM,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-003,7,46,U.S. Senator,,Andrew J. Wildman,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-003,7,46,U.S. Senator,,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,024-003,7,46,U.S. Congress,7,Scott M. Collier,REP,,,6,,131,,27,,16,,14, 
3,Baltimore City,024-003,7,46,U.S. Congress,7,Kweisi Mfume,DEM,Y,,47,,377,,203,,33,,102, 
3,Baltimore City,024-003,7,46,U.S. Congress,7,Other Write-Ins,,,Y,0,,0,,3,,0,,0, 
3,Baltimore City,024-003,7,46,State Senator,46,Emmanuel Digman,REP,,,5,,118,,18,,11,,11, 
3,Baltimore City,024-003,7,46,State Senator,46,Bill Ferguson,DEM,Y,,48,,392,,216,,39,,101, 
3,Baltimore City,024-003,7,46,State Senator,46,Other Write-Ins,,,Y,0,,0,,1,,0,,0, 
3,Baltimore City,024-003,7,46,House of Delegates,46,Pete Waters,REP,,,6,,133,,33,,15,,15, 
3,Baltimore City,024-003,7,46,House of Delegates,46,Luke Clippinger,DEM,Y,,47,,377,,206,,27,,91, 
3,Baltimore City,024-003,7,46,House of Delegates,46,Mark Edelson,DEM,Y,,45,,369,,198,,27,,89, 
3,Baltimore City,024-003,7,46,House of Delegates,46,Robbyn Lewis,DEM,Y,,44,,366,,184,,29,,93, 
3,Baltimore City,024-003,7,46,House of Delegates,46,Other Write-Ins,,,Y,0,,3,,0,,0,,0, 
3,Baltimore City,024-003,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Erik Atas,JUD,Y,,32,,248,,126,,23,,52, 
3,Baltimore City,024-003,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Charles Mario Blomquist,JUD,Y,,32,,253,,119,,24,,52, 
3,Baltimore City,024-003,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Myshala E. Middleton,JUD,Y,,34,,290,,134,,25,,60, 
3,Baltimore City,024-003,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Barry G. Williams,JUD,Y,,33,,263,,126,,21,,52, 
3,Baltimore City,024-003,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Other Write-Ins,,,Y,1,,9,,4,,0,,2, 
3,Baltimore City,024-003,7,46,Judge Spec Appeal at Lg,,Stuart R. Berger,JUD,Y,,35,6,318,66,145,21,34,4,74,6
3,Baltimore City,024-003,7,46,Judge Spec Appeal at Lg,,Terrence M. R. Zic,JUD,Y,,33,7,303,72,136,21,31,5,66,13
3,Baltimore City,024-003,7,46,State's Attorney,,Ivan Bates,DEM,Y,,47,,453,,218,,41,,103, 
3,Baltimore City,024-003,7,46,State's Attorney,,Other Write-Ins,,,Y,1,,6,,1,,3,,0, 
3,Baltimore City,024-003,7,46,Clerk Circuit Court,,Xavier A. Conaway,DEM,Y,,37,,372,,163,,36,,82, 
3,Baltimore City,024-003,7,46,Clerk Circuit Court,,Other Write-Ins,,,Y,1,,6,,3,,2,,4, 
3,Baltimore City,024-003,7,46,Register of Wills,,Belinda K. Conaway,DEM,Y,,39,,375,,166,,35,,83, 
3,Baltimore City,024-003,7,46,Register of Wills,,Other Write-Ins,,,Y,0,,3,,2,,3,,3, 
3,Baltimore City,024-003,7,46,Judge Orphans' Court,,"Charles ""Chuck"" Bernstein",DEM,Y,,36,,319,,156,,29,,76, 
3,Baltimore City,024-003,7,46,Judge Orphans' Court,,Lewyn Scott Garrett,DEM,Y,,35,,318,,152,,27,,71, 
3,Baltimore City,024-003,7,46,Judge Orphans' Court,,Michele E. Loewenthal,DEM,Y,,38,,329,,156,,27,,73, 
3,Baltimore City,024-003,7,46,Judge Orphans' Court,,Other Write-Ins,,,Y,0,,3,,4,,1,,0, 
3,Baltimore City,024-003,7,46,Sheriff,,Sam Cogen,DEM,Y,,40,,411,,193,,36,,92, 
3,Baltimore City,024-003,7,46,Sheriff,,Other Write-Ins,,,Y,0,,1,,1,,2,,0, 
3,Baltimore City,024-003,7,46,Board of Ed at Large,,April Christina Curley,NON,,,13,,135,,65,,17,,36, 
3,Baltimore City,024-003,7,46,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,22,,227,,110,,17,,57, 
3,Baltimore City,024-003,7,46,Board of Ed at Large,,Salimah Jasani,NON,,,21,,170,,78,,15,,47, 
3,Baltimore City,024-003,7,46,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,10,,98,,37,,10,,12, 
3,Baltimore City,024-003,7,46,Board of Ed at Large,,Other Write-Ins,,,Y,2,,2,,0,,0,,0, 
3,Baltimore City,024-004,7,46,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,10,,139,,24,,3,,11, 
3,Baltimore City,024-004,7,46,Governor / Lt. Governor,,Wes Moore and Aruna Miller,DEM,Y,,57,,551,,198,,35,,191, 
3,Baltimore City,024-004,7,46,Governor / Lt. Governor,,David Lashar and Christiana Logansmith,LIB,,,1,,16,,7,,3,,1, 
3,Baltimore City,024-004,7,46,Governor / Lt. Governor,,Nancy Wallace and Patrick Elder,GRN,,,1,,5,,1,,0,,1, 
3,Baltimore City,024-004,7,46,Governor / Lt. Governor,,David Harding and Cathy White,WCP,,,0,,4,,1,,0,,2, 
3,Baltimore City,024-004,7,46,Governor / Lt. Governor,,Kyle Sefcik and Katie Lee,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-004,7,46,Governor / Lt. Governor,,Other Write-Ins,,,Y,0,,2,,1,,0,,0, 
3,Baltimore City,024-004,7,46,Comptroller,,Barry Glassman,REP,,,14,,204,,42,,8,,21, 
3,Baltimore City,024-004,7,46,Comptroller,,Brooke Elizabeth Lierman,DEM,Y,,54,,511,,191,,32,,180, 
3,Baltimore City,024-004,7,46,Comptroller,,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,024-004,7,46,Attorney General,,Michael Anthony Peroutka,REP,,,12,,182,,34,,7,,19, 
3,Baltimore City,024-004,7,46,Attorney General,,Anthony G. Brown,DEM,Y,,54,,525,,196,,33,,182, 
3,Baltimore City,024-004,7,46,Attorney General,,Other Write-Ins,,,Y,0,,1,,0,,0,,0, 
3,Baltimore City,024-004,7,46,U.S. Senator,,Chris Chaffee,REP,,,11,,166,,31,,7,,19, 
3,Baltimore City,024-004,7,46,U.S. Senator,,Chris Van Hollen,DEM,Y,,58,,547,,199,,34,,186, 
3,Baltimore City,024-004,7,46,U.S. Senator,,Scottie Griffin,DEM,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-004,7,46,U.S. Senator,,Andrew J. Wildman,UNA,,Y,0,,0,,0,,0,,0, 
3,Baltimore City,024-004,7,46,U.S. Senator,,Other Write-Ins,,,Y,0,,2,,0,,0,,0, 
3,Baltimore City,024-004,7,46,U.S. Congress,7,Scott M. Collier,REP,,,11,,184,,33,,7,,20, 
3,Baltimore City,024-004,7,46,U.S. Congress,7,Kweisi Mfume,DEM,Y,,58,,523,,195,,32,,185, 
3,Baltimore City,024-004,7,46,U.S. Congress,7,Other Write-Ins,,,Y,0,,1,,1,,0,,0, 
3,Baltimore City,024-004,7,46,State Senator,46,Emmanuel Digman,REP,,,9,,162,,27,,7,,17, 
3,Baltimore City,024-004,7,46,State Senator,46,Bill Ferguson,DEM,Y,,59,,540,,200,,33,,183, 
3,Baltimore City,024-004,7,46,State Senator,46,Other Write-Ins,,,Y,0,,1,,2,,0,,0, 
3,Baltimore City,024-004,7,46,House of Delegates,46,Pete Waters,REP,,,11,,197,,35,,7,,24, 
3,Baltimore City,024-004,7,46,House of Delegates,46,Luke Clippinger,DEM,Y,,55,,511,,192,,29,,172, 
3,Baltimore City,024-004,7,46,House of Delegates,46,Mark Edelson,DEM,Y,,54,,486,,180,,28,,168, 
3,Baltimore City,024-004,7,46,House of Delegates,46,Robbyn Lewis,DEM,Y,,56,,499,,179,,28,,163, 
3,Baltimore City,024-004,7,46,House of Delegates,46,Other Write-Ins,,,Y,0,,5,,3,,0,,2, 
3,Baltimore City,024-004,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Erik Atas,JUD,Y,,36,,326,,114,,11,,107, 
3,Baltimore City,024-004,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Charles Mario Blomquist,JUD,Y,,38,,332,,107,,12,,103, 
3,Baltimore City,024-004,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Myshala E. Middleton,JUD,Y,,39,,378,,122,,18,,111, 
3,Baltimore City,024-004,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Barry G. Williams,JUD,Y,,39,,345,,112,,15,,104, 
3,Baltimore City,024-004,7,46,Judge Circuit Court,Baltimore City Circuit Court 08,Other Write-Ins,,,Y,0,,9,,6,,0,,0, 
3,Baltimore City,024-004,7,46,Judge Spec Appeal at Lg,,Stuart R. Berger,JUD,Y,,41,8,418,99,126,18,23,5,111,20
3,Baltimore City,024-004,7,46,Judge Spec Appeal at Lg,,Terrence M. R. Zic,JUD,Y,,41,8,397,114,101,37,23,5,100,26
3,Baltimore City,024-004,7,46,State's Attorney,,Ivan Bates,DEM,Y,,58,,619,,204,,35,,187, 
3,Baltimore City,024-004,7,46,State's Attorney,,Other Write-Ins,,,Y,1,,9,,3,,0,,1, 
3,Baltimore City,024-004,7,46,Clerk Circuit Court,,Xavier A. Conaway,DEM,Y,,48,,510,,157,,32,,144, 
3,Baltimore City,024-004,7,46,Clerk Circuit Court,,Other Write-Ins,,,Y,1,,16,,8,,0,,5, 
3,Baltimore City,024-004,7,46,Register of Wills,,Belinda K. Conaway,DEM,Y,,49,,508,,161,,32,,151, 
3,Baltimore City,024-004,7,46,Register of Wills,,Other Write-Ins,,,Y,0,,14,,1,,0,,1, 
3,Baltimore City,024-004,7,46,Judge Orphans' Court,,"Charles ""Chuck"" Bernstein",DEM,Y,,43,,435,,139,,24,,128, 
3,Baltimore City,024-004,7,46,Judge Orphans' Court,,Lewyn Scott Garrett,DEM,Y,,41,,422,,136,,24,,130, 
3,Baltimore City,024-004,7,46,Judge Orphans' Court,,Michele E. Loewenthal,DEM,Y,,48,,452,,143,,25,,130, 
3,Baltimore City,024-004,7,46,Judge Orphans' Court,,Other Write-Ins,,,Y,0,,11,,2,,0,,0, 
3,Baltimore City,024-004,7,46,Sheriff,,Sam Cogen,DEM,Y,,61,,553,,186,,31,,169, 
3,Baltimore City,024-004,7,46,Sheriff,,Other Write-Ins,,,Y,0,,12,,2,,0,,0, 
3,Baltimore City,024-004,7,46,Board of Ed at Large,,April Christina Curley,NON,,,13,,171,,65,,6,,57, 
3,Baltimore City,024-004,7,46,Board of Ed at Large,,Ashley E. Esposito,NON,Y,,32,,373,,104,,18,,99, 
3,Baltimore City,024-004,7,46,Board of Ed at Large,,Salimah Jasani,NON,,,23,,290,,86,,19,,90, 
3,Baltimore City,024-004,7,46,Board of Ed at Large,,Kwame Kenyatta-Bey,NON,Y,,15,,132,,30,,7,,30, 
3,Baltimore City,024-004,7,46,Board of Ed at Large,,Other Write-Ins,,,Y,0,,6,,3,,0,,0, 
3,Baltimore City,024-005,7,46,Governor / Lt. Governor,,Dan Cox and Gordana Schifanelli,REP,,,11,,264,,50,,8,,11, 
